,birthDate,currentAge,height,weight,sal_14_15,sal_15_16,sal_16_17,sal_17_18,sal_18_19,sal_19_20,sal_20_21,total_timeOnIce,total_assists,total_goals,total_pim,total_shots,total_games,total_hits,total_powerPlayGoals,total_powerPlayPoints,total_powerPlayTimeOnIce,total_evenTimeOnIce,total_penaltyMinutes,total_faceOffPct,total_shotPct,total_gameWinningGoals,total_overTimeGoals,total_shortHandedGoals,total_shortHandedPoints,total_shortHandedTimeOnIce,total_blocked,total_plusMinus,total_points,total_shifts,total_timeOnIcePerGame,total_evenTimeOnIcePerGame,total_shortHandedTimeOnIcePerGame,total_powerPlayTimeOnIcePerGame
184,1991,29,70.0,209,0.0,0.0,0.0,0.0,0.0,2000000.0,1500000.0,3250.5699999999997,20,38,101,315,246,626,0,0,14.689999999999998,2842.84,101,224.79999999999998,48.04,7,0,2,2,391.44,189,-8,58,4414,60.449999999999996,54.08,6.15,0.16
185,1994,27,73.0,187,0.0,0.0,0.0,0.0,2500000.0,2500000.0,2500000.0,3852.74,43,17,30,291,244,193,1,3,69.67,3763.33,30,0.0,23.339999999999996,2,0,0,0,18.139999999999997,172,25,60,5061,62.08,60.790000000000006,0.13,0.71
186,1994,26,69.0,187,0.0,0.0,0.0,0.0,0.0,0.0,633570.0,71.01,1,0,32,6,11,23,0,0,1.53,69.48,32,0.0,0.0,0,0,0,0,0.0,1,0,1,107,12.74,12.46,0.0,0.27
187,2000,21,71.0,186,0.0,0.0,0.0,0.0,0.0,0.0,185801.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
188,1998,23,72.0,181,0.0,0.0,0.0,0.0,0.0,0.0,303690.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
189,1989,32,73.0,215,0.0,0.0,0.0,0.0,0.0,8400000.0,5460000.0,11375.199999999999,188,51,194,868,493,548,9,61,931.1499999999999,9058.24,194,100.0,38.27,8,1,4,14,1384.2099999999998,993,133,239,13923,159.64000000000004,126.92,18.68,11.180000000000001
190,1990,30,68.0,185,0.0,0.0,0.0,5000000.0,6750000.0,5500000.0,3750000.0,8888.83,183,150,166,1143,520,371,28,85,1196.87,7046.530000000001,166,345.06,92.03,29,5,8,9,642.2300000000001,229,82,333,11389,117.65,93.22,7.47,14.489999999999998
191,1990,30,78.0,241,0.0,0.0,4250000.0,8000000.0,8000000.0,8000000.0,8000000.0,11927.359999999997,295,89,315,1184,504,563,19,142,1473.07,9327.54,315,50.0,53.11000000000001,17,5,0,10,1124.35,780,124,384,13321,164.0,127.53000000000002,14.98,19.43
192,1991,30,72.0,194,0.0,0.0,0.0,5600000.0,6855000.0,5300000.0,3445000.0,8332.77,216,108,151,920,482,848,22,69,1023.28,6663.53,151,161.22,81.00999999999999,18,2,7,11,643.1600000000001,362,126,324,10679,119.11999999999999,95.12,7.790000000000001,13.74
193,1991,29,71.0,207,0.0,0.0,0.0,0.0,1800000.0,474173.0,1800000.0,3862.23,38,57,204,588,246,683,4,6,94.88000000000001,3187.88,204,162.53,33.18,7,0,9,12,578.27,162,-19,95,4942,60.160000000000004,50.24,7.9,0.77
194,1996,25,70.0,183,0.0,0.0,0.0,0.0,0.0,5250000.0,6000000.0,5514.74,146,116,77,671,295,120,38,71,841.46,4478.9400000000005,77,194.07,68.67,25,6,3,5,192.73999999999998,161,77,262,6597,73.53,59.989999999999995,2.2399999999999998,10.870000000000001
195,1996,25,73.0,187,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
196,1994,27,73.0,175,0.0,0.0,0.0,0.0,0.0,0.0,6034.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
197,1997,24,75.0,230,0.0,0.0,0.0,0.0,0.0,0.0,1475000.0,2385.73,18,10,117,232,125,370,1,1,13.010000000000002,2036.78,117,0.0,8.67,2,0,0,0,334.74,176,36,28,2970,37.72,31.99,4.78,0.12000000000000001
198,1997,24,73.0,190,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,1221.24,16,17,42,130,107,176,0,0,17.61,1125.83,42,57.980000000000004,25.08,1,0,0,3,76.6,24,3,33,1748,22.520000000000003,20.66,0.87,0.16999999999999998
199,1997,24,71.0,190,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,409.5,3,3,10,43,38,36,0,0,2.26,366.54,10,52.52,7.0,0,0,0,0,40.3,9,-9,6,637,10.47,9.39,1.03,0.03
200,1997,24,72.0,191,0.0,0.0,0.0,0.0,0.0,0.0,2400000.0,2709.84,54,40,70,262,168,200,1,6,88.83000000000001,2180.6499999999996,70,145.12,48.879999999999995,8,2,6,9,439.15999999999997,102,64,94,3594,45.900000000000006,37.37,6.16,0.74
201,1998,23,75.0,216,0.0,0.0,0.0,0.0,0.0,0.0,2400000.0,4031.16,81,25,124,389,228,303,8,35,391.66999999999996,3540.52,124,50.0,19.57,5,0,1,1,98.57000000000001,259,39,106,4847,65.05,58.05,1.2200000000000002,4.529999999999999
202,1996,24,72.0,191,0.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
203,1990,30,75.0,204,0.0,0.0,0.0,0.0,0.0,0.0,900000.0,2186.38,26,9,54,156,127,67,2,4,25.959999999999997,1937.81,54,0.0,15.509999999999998,1,0,0,1,221.81,115,9,35,2998,49.82,44.13,4.57,0.29000000000000004
204,1977,44,81.0,250,0.0,0.0,0.0,0.0,0.0,0.0,795000.0,11452.26,117,61,415,929,498,852,17,36,513.38,9280.380000000001,415,100.0,44.67999999999999,13,0,2,9,1656.8999999999999,773,125,178,13289,159.41,128.84,22.28,6.210000000000001
205,1985,35,75.0,238,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,11109.77,208,335,311,2496,551,1450,133,200,2380.12,8718.52,311,264.15999999999997,94.02000000000001,51,11,0,1,7.93,209,0,543,11767,139.92000000000002,109.22999999999999,0.04,29.0
206,1986,34,71.0,196,0.0,0.0,0.0,8000000.0,7500000.0,6500000.0,4500000.0,9495.160000000002,204,168,256,1045,511,752,51,102,1551.4399999999998,7417.209999999999,256,305.32000000000005,113.83,29,4,4,7,523.71,372,91,372,11670,127.94,100.13000000000001,5.379999999999999,19.950000000000003
207,1987,33,73.0,206,0.0,0.0,0.0,0.0,0.0,0.0,12000000.0,10591.02,378,134,258,1106,543,397,36,211,1844.86,8300.62,258,353.03000000000003,85.49,22,5,1,1,443.14,315,25,512,12344,135.01,106.13,3.3099999999999996,22.679999999999996
208,1988,32,71.0,185,0.0,0.0,0.0,0.0,0.0,2500000.0,2700000.0,7543.630000000001,127,77,212,1010,492,499,1,1,53.440000000000005,6449.62,212,239.63,52.03,23,1,3,10,1037.3700000000001,201,71,204,10602,105.32999999999998,89.91,12.940000000000001,0.42000000000000004
209,1989,32,74.0,208,0.0,0.0,0.0,0.0,5000000.0,4000000.0,2500000.0,8505.46,118,99,297,1026,545,587,9,22,531.37,6975.719999999999,297,352.67999999999995,67.66999999999999,18,3,5,11,995.17,321,-23,217,11120,108.04999999999998,87.78,11.670000000000002,5.73
210,1990,31,75.0,215,0.0,0.0,0.0,0.0,12000000.0,12000000.0,8000000.0,12600.47,299,82,166,1316,523,398,22,159,1681.77,9505.369999999999,166,0.0,43.74,21,2,1,4,1410.1299999999999,1036,64,381,14007,167.04000000000002,126.33999999999999,16.689999999999998,21.549999999999997
211,1990,31,74.0,186,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,9052.349999999999,145,42,102,709,434,271,7,74,1172.56,7702.139999999999,102,100.0,39.11,6,1,0,0,174.04999999999998,593,-18,187,11241,143.20000000000002,121.66,1.5300000000000002,17.130000000000003
212,1991,29,71.0,211,0.0,0.0,0.0,6500000.0,6500000.0,6500000.0,4500000.0,9174.21,126,34,187,605,451,689,2,19,406.57,8378.779999999999,187,0.0,33.54,7,1,0,1,386.06,518,55,160,10477,121.22999999999999,110.28,3.7700000000000005,4.33
213,1990,30,73.0,205,0.0,0.0,0.0,0.0,0.0,3000000.0,2000000.0,4986.59,50,6,73,321,278,267,0,2,17.110000000000003,4381.98,73,0.0,8.91,0,0,0,2,585.5,320,-10,56,6465,70.6,62.690000000000005,7.33,0.14
214,1990,31,73.0,192,0.0,0.0,0.0,0.0,0.0,700000.0,750000.0,2779.04,39,24,103,231,251,446,2,9,113.98,2349.9500000000003,103,253.37,44.09,7,1,3,4,314.31000000000006,128,-3,63,3911,53.6,45.68,5.0600000000000005,1.61
215,1990,30,76.0,220,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,10053.830000000002,87,19,509,584,549,1243,0,0,43.63000000000001,9216.699999999999,509,0.0,21.66,3,0,4,6,791.9,717,12,106,12928,126.97999999999999,116.11000000000001,8.889999999999999,0.31000000000000005
216,1992,29,73.0,205,0.0,0.0,0.0,10000000.0,10000000.0,8400000.0,5000000.0,8151.610000000001,269,120,246,1021,479,311,33,112,1223.4599999999998,6896.63,246,281.11,83.86,20,7,2,2,27.92,126,61,389,9381,114.72999999999999,97.54999999999998,0.21000000000000002,16.12
217,1988,32,72.0,200,0.0,0.0,0.0,0.0,0.0,1800000.0,313794.0,6184.900000000001,74,78,186,657,470,770,4,6,174.85,5603.43,186,322.02,81.99999999999999,18,0,3,3,403.42,250,16,152,8960,90.63,82.02000000000001,4.8,1.76
218,1994,26,77.0,234,0.0,0.0,0.0,0.0,0.0,0.0,941382.0,4460.86,89,84,171,676,260,257,25,39,598.63,3855.63,171,164.24,60.85000000000001,10,3,0,0,4.2,120,-12,173,5410,80.15,68.80999999999999,0.03,10.46
219,1992,29,69.0,178,0.0,0.0,0.0,0.0,0.0,0.0,735000.0,4468.429999999999,78,72,62,596,325,130,9,17,442.08,4018.92,62,129.74,60.67,14,3,0,0,5.029999999999999,114,2,150,5968,66.0,59.18,0.02,5.5600000000000005
220,1991,29,74.0,212,0.0,0.0,0.0,0.0,0.0,2000000.0,1300000.0,2596.98,31,25,298,258,241,649,0,0,20.689999999999998,2284.04,298,165.32,36.019999999999996,6,0,3,5,289.85,145,22,56,3644,53.17,48.04,4.069999999999999,0.23
221,1997,24,72.0,200,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,1134.08,11,19,10,187,97,62,3,6,109.03,1022.98,10,78.57,34.89,4,1,0,0,1.27,24,-17,30,1507,47.64,43.269999999999996,0.04,3.9
222,1988,32,70.0,177,0.0,13800000.0,13800000.0,13800000.0,12000000.0,9800000.0,7000000.0,10961.28,358,240,188,1893,527,166,62,182,1826.6399999999999,9108.439999999999,188,212.01,89.34,38,8,0,0,24.199999999999996,116,35,598,12195,143.94,119.13000000000001,0.16,22.970000000000006
223,1991,30,73.0,195,0.0,0.0,0.0,0.0,4000000.0,4700000.0,4100000.0,7985.4,87,14,148,569,406,846,2,7,157.09000000000003,7010.66,148,0.0,17.24,3,0,1,1,815.65,866,36,101,9678,136.16,119.88,12.71,1.9300000000000002
224,1992,29,75.0,198,0.0,0.0,0.0,0.0,0.0,3500000.0,905160.0,5345.439999999999,79,93,192,594,423,506,14,22,475.59,4860.9,192,273.14,105.2,18,0,0,0,6.150000000000001,128,21,172,6943,86.56,78.42999999999999,0.03,6.43
225,1993,28,76.0,212,0.0,0.0,2400000.0,4600000.0,4500000.0,4400000.0,3200000.0,8331.21,70,25,246,594,444,942,1,3,123.76,7364.33,246,0.0,29.380000000000003,4,1,1,2,841.12,768,-19,95,11245,130.12,115.83,12.059999999999999,1.37
226,1995,25,74.0,179,0.0,0.0,0.0,0.0,0.0,0.0,3400000.0,977.28,16,30,16,157,68,79,4,8,132.33,843.14,16,31.57,19.1,3,0,0,0,1.41,17,2,46,1224,14.22,12.24,0.01,1.56
227,1995,26,78.0,235,0.0,0.0,0.0,0.0,0.0,0.0,3200000.0,6459.929999999999,53,22,383,394,356,1046,2,8,149.36999999999998,5753.689999999999,383,100.0,51.42,2,1,0,0,553.27,400,-10,75,8160,123.93,111.07000000000001,8.26,2.1500000000000004
228,1991,30,72.0,200,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,2605.06,33,19,51,287,201,335,0,0,49.120000000000005,2225.06,51,191.3,29.290000000000003,2,0,3,6,329.68,84,-6,52,3492,56.25,49.44,5.07,0.5
229,1991,30,72.0,200,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,2605.06,33,19,51,287,201,335,0,0,49.120000000000005,2225.06,51,191.3,29.290000000000003,2,0,3,6,329.68,84,-6,52,3492,56.25,49.44,5.07,0.5
230,1997,24,75.0,200,0.0,0.0,0.0,0.0,0.0,0.0,2400000.0,2551.33,69,36,44,278,164,46,9,25,430.11,2115.75,44,179.3,39.519999999999996,5,0,0,0,4.2700000000000005,89,-8,105,3108,57.620000000000005,48.83,0.07,8.28
231,1997,24,73.0,194,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,943.69,10,5,16,59,60,53,0,2,15.41,906.9,16,0.0,15.26,1,0,0,0,20.58,64,-10,15,1197,33.54,31.18,1.09,0.45999999999999996
232,1999,22,71.0,173,0.0,0.0,0.0,0.0,0.0,0.0,695368.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
233,1995,26,74.0,188,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,2421.47,30,16,34,208,179,120,0,0,13.1,2071.6800000000003,34,150.66,23.159999999999997,2,0,1,1,335.49,79,-26,46,3427,39.42,33.980000000000004,4.88,0.12000000000000001
234,1997,24,73.0,180,0.0,0.0,0.0,0.0,0.0,0.0,171447.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
235,1996,25,71.0,176,0.0,0.0,0.0,0.0,0.0,0.0,925000.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
236,2001,20,76.0,197,0.0,0.0,0.0,0.0,0.0,756444.0,832500.0,913.0,15,8,24,101,64,33,0,3,100.25,810.19,24,33.78,7.9,2,0,0,0,2.16,23,-1,23,1103,14.15,12.39,0.02,1.34
237,1999,22,74.0,205,0.0,0.0,0.0,0.0,0.0,0.0,273486.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
238,1984,37,72.0,189,0.0,0.0,0.0,0.0,0.0,3000000.0,3000000.0,9344.24,173,91,176,631,535,179,13,61,1189.17,7353.69,176,349.67,99.56,13,1,3,5,798.98,246,-46,264,11798,120.78,94.4,9.07,13.629999999999997
239,1984,37,73.0,186,0.0,0.0,6000000.0,6000000.0,6000000.0,5500000.0,5000000.0,8821.509999999998,165,106,86,1007,529,358,24,90,1197.83,6627.389999999999,86,342.54,70.4,13,0,10,16,993.4899999999999,414,-40,271,12355,114.35,85.56,11.42,14.099999999999998
240,1987,34,76.0,209,0.0,7000000.0,6000000.0,6000000.0,6000000.0,5000000.0,4200000.0,9849.810000000001,72,19,202,522,504,575,1,1,54.93,8582.519999999999,202,175.0,25.12,1,0,0,4,1210.36,715,35,91,13342,134.83,117.04,15.299999999999999,0.43000000000000005
241,1987,34,72.0,192,0.0,0.0,5000000.0,4500000.0,3750000.0,3000000.0,3000000.0,6742.67,83,77,174,856,448,660,6,12,249.25,5685.83,174,346.22,64.44,8,1,8,15,804.79,173,-13,160,9671,103.97,87.17999999999999,11.190000000000001,2.71
242,1988,33,70.0,199,0.0,0.0,0.0,0.0,0.0,0.0,467666.0,3628.17,35,4,118,330,228,597,0,1,25.44,3376.2000000000003,118,0.0,17.759999999999998,2,0,0,1,224.92999999999998,215,-23,39,5041,93.68,87.71,3.88,0.44
243,1989,31,71.0,200,0.0,0.0,0.0,0.0,0.0,0.0,850000.0,6617.37,128,73,177,901,430,232,23,55,893.28,5683.320000000001,177,318.05,57.120000000000005,8,2,0,1,37.57,129,-77,201,8559,104.89999999999999,90.35,0.32,12.56
244,1991,30,72.0,207,0.0,4000000.0,4500000.0,5000000.0,5500000.0,6000000.0,6500000.0,11429.45,193,50,113,842,544,519,16,84,1391.8700000000001,9742.61,113,0.0,40.370000000000005,5,1,0,1,291.37,596,-27,243,13068,145.86999999999998,124.59,2.29,16.51
245,1992,28,72.0,183,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,6370.2300000000005,106,83,227,642,425,492,17,35,785.72,5291.68,227,312.96,82.27999999999999,12,2,6,12,290.43,231,7,189,8325,96.95,81.63,3.3099999999999996,9.55
246,1989,32,71.0,191,0.0,0.0,675000.0,2000000.0,2000000.0,1700000.0,1500000.0,7184.969999999999,60,51,174,588,500,1014,2,3,51.690000000000005,5722.78,174,378.81999999999994,56.62999999999999,9,0,4,7,1407.3000000000002,497,-50,111,10629,98.64000000000001,79.23000000000002,18.150000000000002,0.41
247,1994,26,72.0,180,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1704.62,22,5,14,106,119,42,0,1,41.8,1643.15,14,0.0,15.73,0,0,0,0,18.47,95,25,27,2219,46.42,42.120000000000005,1.17,2.2800000000000002
248,1995,26,73.0,212,0.0,0.0,0.0,0.0,0.0,0.0,997500.0,1885.8199999999997,17,15,90,202,170,409,2,2,109.22,1754.03,90,170.92,31.04,4,0,0,0,21.769999999999996,72,-24,32,2654,43.35,40.449999999999996,0.2,1.87
249,1996,25,72.0,197,0.0,0.0,0.0,0.0,0.0,3700000.0,672412.0,3323.12,67,65,59,513,245,113,6,23,313.27,3006.95,59,146.54,47.46,14,1,0,0,1.7,71,27,132,4078,51.89,45.75,0.01,4.52
250,1996,24,73.0,198,0.0,0.0,0.0,0.0,6750000.0,7000000.0,4750000.0,7410.969999999999,159,107,246,1141,389,340,22,49,904.81,6153.38,246,243.21000000000004,46.51,14,4,5,7,350.38,172,-53,266,9221,94.55,78.41,3.47,11.02
251,1994,27,70.0,186,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,5309.3099999999995,64,11,124,410,286,322,1,11,281.05,4770.28,124,0.0,11.16,0,0,1,2,256.78000000000003,307,-4,75,6735,72.81,65.94000000000001,2.92,3.11
252,1994,26,72.0,183,0.0,0.0,0.0,0.0,0.0,0.0,451350.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
253,1985,36,72.0,190,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,6245.15,74,63,221,602,417,409,1,2,68.67,5291.62,221,370.84999999999997,80.06,12,1,9,15,884.06,283,-9,137,9053,102.79999999999998,87.57,13.69,0.66
254,1990,31,73.0,201,0.0,0.0,0.0,0.0,0.0,0.0,11750000.0,13592.630000000001,280,99,212,1571,532,383,32,125,1626.37,10619.91,212,0.0,45.0,18,3,1,8,1343.9499999999998,1035,72,379,15605,177.69,137.83999999999997,16.54,20.419999999999998
255,1991,30,71.0,195,0.0,0.0,0.0,0.0,0.0,10000000.0,8000000.0,9649.220000000001,233,163,121,1282,527,307,38,86,1368.9500000000003,8123.29,121,387.29,88.82,24,3,1,1,153.38,307,-60,396,11732,126.36999999999999,106.6,1.18,16.51
256,1990,31,76.0,215,0.0,1037500.0,3000000.0,3500000.0,4000000.0,4000000.0,3000000.0,11513.4,151,45,265,813,535,419,9,35,622.98,9754.72,265,0.0,37.470000000000006,11,3,3,9,1132.9,695,73,196,14281,148.67,125.44999999999999,13.22,6.75
257,1991,30,72.0,193,0.0,0.0,0.0,0.0,0.0,0.0,1750000.0,5630.68,90,85,182,674,405,273,17,31,356.96000000000004,4778.360000000001,182,354.68,80.91,14,0,3,6,492.96000000000004,215,19,175,7633,97.14,81.72000000000001,6.4799999999999995,6.87
258,1992,28,75.0,218,0.0,0.0,0.0,8000000.0,8000000.0,8000000.0,8000000.0,10184.350000000002,279,130,369,1144,553,611,26,131,1582.4,8095.0,369,373.75,79.27000000000001,21,3,5,8,502.95,222,19,409,13070,127.18999999999998,101.34,4.99,18.39
259,1992,29,70.0,185,0.0,0.0,0.0,0.0,0.0,0.0,3750000.0,9334.339999999998,235,109,144,1052,513,356,24,96,1246.6,7613.420000000001,144,346.75,71.03999999999999,22,4,8,11,472.32000000000005,338,26,344,11492,125.42000000000002,102.64,4.55,15.77
260,1993,27,71.0,183,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,4091.17,57,41,138,524,324,435,6,13,283.40999999999997,3800.6400000000003,138,263.4,44.33,4,1,0,0,5.12,167,-15,98,5669,70.05,65.25999999999999,0.02,3.5100000000000002
261,1993,28,66.0,180,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1791.58,34,20,28,268,156,83,0,0,22.77,1765.02,28,160.16,44.56,1,0,0,0,1.79,46,2,54,2438,66.63,65.5,0.01,0.6799999999999999
262,1994,26,73.0,205,0.0,0.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,8104.500000000001,186,166,200,1332,453,593,45,100,1256.4,6450.85,200,184.89,80.61,30,6,6,7,393.65000000000003,190,32,352,10638,118.62,94.56999999999998,4.32,16.85
263,1993,27,73.0,200,0.0,0.0,0.0,0.0,0.0,3450000.0,2500000.0,4486.84,46,46,113,363,322,477,2,9,262.7,3652.03,113,314.2,81.05,10,1,2,6,570.51,195,36,92,6358,77.27,63.59,7.97,2.8600000000000003
264,1994,26,74.0,200,0.0,0.0,0.0,0.0,0.0,0.0,18102.0,87.92,1,1,24,5,8,17,0,0,0.0,84.66,24,0.0,33.33,0,0,0,0,3.2600000000000002,8,1,2,120,23.560000000000002,22.6,0.56,0.0
265,1995,26,78.0,231,0.0,0.0,0.0,0.0,0.0,0.0,416346.0,1683.2600000000002,6,1,79,82,103,174,0,0,3.9699999999999998,1479.93,79,0.0,2.0,0,0,0,0,198.16,114,-34,7,2288,62.769999999999996,58.43,4.03,0.26
266,1995,26,78.0,232,0.0,0.0,0.0,0.0,0.0,0.0,96544.0,697.1400000000001,6,2,110,87,69,185,0,0,38.839999999999996,657.69,110,142.49,5.67,0,0,0,0,0.21,33,-15,8,1040,29.38,27.93,0.0,1.44
267,1997,24,74.0,201,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,204.26,4,2,9,25,21,46,0,0,0.27,203.59,9,75.0,8.0,0,0,0,0,0.0,9,1,6,294,9.44,9.42,0.0,0.01
268,1997,24,77.0,210,0.0,0.0,0.0,0.0,0.0,0.0,1300000.0,1177.63,13,5,32,103,71,122,0,0,9.3,1136.1100000000001,32,0.0,9.1,0,0,0,0,32.22,52,12,18,1585,32.28,30.68,0.63,0.14
269,1997,23,72.0,197,0.0,0.0,0.0,0.0,0.0,0.0,2300000.0,1998.78,29,23,95,248,131,165,0,3,113.15,1708.47,95,132.93,24.77,2,0,2,2,175.56,96,-22,52,2622,43.379999999999995,37.85,3.04,1.66
270,1998,23,72.0,189,0.0,0.0,0.0,0.0,141736.0,925000.0,925000.0,1267.9399999999998,6,6,38,97,68,57,1,1,22.53,1212.59,38,0.0,25.4,0,0,0,0,32.019999999999996,91,-8,12,1564,31.450000000000003,30.410000000000004,0.42,0.21
271,1997,24,71.0,196,0.0,0.0,0.0,0.0,0.0,0.0,82896.0,9.43,0,0,2,0,1,0,0,0,0.0,9.43,2,0.0,0.0,0,0,0,0,0.0,0,0,0,14,9.43,9.43,0.0,0.0
272,1999,22,71.0,189,0.0,0.0,0.0,0.0,0.0,0.0,286279.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
273,1989,31,72.0,182,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,8281.710000000001,187,172,175,1450,489,227,60,122,1408.92,6855.87,175,354.11,78.47,29,9,0,0,14.120000000000001,172,-17,359,10196,114.35,94.7,0.08,18.689999999999998
274,1986,35,73.0,199,0.0,0.0,0.0,0.0,5500000.0,5250000.0,4250000.0,8524.47,189,109,164,892,495,363,34,79,1239.54,6952.36,164,377.84,88.84,13,1,4,4,329.77000000000004,232,-39,298,11335,119.86,97.28,4.09,16.05
275,1992,29,70.0,190,0.0,0.0,5250000.0,5500000.0,6250000.0,5750000.0,4000000.0,8555.39,211,137,129,1116,468,378,34,76,1148.95,6988.9400000000005,129,332.43,86.73,18,5,4,6,415.49999999999994,227,75,348,11343,126.51000000000002,103.35000000000001,4.79,15.909999999999998
276,1994,26,76.0,207,0.0,0.0,0.0,0.0,0.0,1500000.0,1500000.0,1973.25,30,28,59,203,157,179,1,2,70.32,1834.32,59,116.23,39.3,7,0,0,0,67.41,89,23,58,2693,36.269999999999996,33.9,0.73,0.8200000000000001
277,1995,25,72.0,187,0.0,0.0,0.0,0.0,0.0,1400000.0,1550000.0,2848.9500000000003,40,37,46,200,232,334,0,0,47.72,2553.92,46,169.44,78.59,5,0,4,5,246.10999999999999,103,4,77,3941,48.14999999999999,42.98,2.8000000000000003,0.73
278,1996,24,72.0,203,0.0,0.0,0.0,0.0,0.0,0.0,1875000.0,3814.61,56,26,92,426,224,127,9,27,420.18000000000006,3375.04,92,100.0,18.12,6,2,0,0,17.79,174,30,82,5013,50.599999999999994,44.69,0.13,4.94
279,1983,37,73.0,200,0.0,4000000.0,6750000.0,6750000.0,6750000.0,6750000.0,6750000.0,12448.31,240,93,379,1292,508,468,27,109,1559.56,9502.300000000001,379,0.0,49.61,16,5,9,19,1384.05,1061,83,333,14931,170.18000000000004,129.92,17.71,20.479999999999997
280,1988,33,75.0,231,0.0,0.0,8000000.0,8000000.0,7000000.0,5250000.0,3250000.0,8778.09,173,109,526,897,553,1656,29,72,1115.6399999999999,7649.0,526,338.21000000000004,82.24,19,1,0,0,10.649999999999999,154,39,282,10995,109.55999999999999,95.04,0.05,12.77
281,1989,32,72.0,200,0.0,0.0,0.0,0.0,5850000.0,5850000.0,4350000.0,9297.05,181,122,266,1209,520,378,22,60,924.8499999999999,7408.51,266,337.92,71.52000000000001,25,7,14,21,961.2899999999998,263,43,303,12452,123.47000000000001,98.39,11.21,10.99
282,1990,31,75.0,210,0.0,0.0,0.0,0.0,0.0,0.0,271530.0,8051.86,87,25,246,658,419,802,3,31,533.17,6734.97,246,200.0,23.689999999999998,2,0,0,1,781.72,817,-60,112,10746,128.59,108.78999999999999,11.159999999999998,6.56
283,1991,30,73.0,202,0.0,0.0,0.0,0.0,0.0,0.0,106250.0,1325.71,11,5,47,119,110,108,0,0,20.11,1101.0,47,139.01,9.25,0,0,0,0,203.39999999999998,69,-14,16,1977,34.04,29.1,3.58,0.53
284,1992,29,73.0,194,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,5071.139999999999,37,31,71,502,400,620,0,0,28.060000000000002,4414.32,71,247.49,39.989999999999995,6,1,2,2,626.76,221,-35,68,7508,85.46,75.0,8.52,0.26
285,1993,28,71.0,191,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,2063.1099999999997,24,9,81,164,132,221,4,8,140.48,1912.26,81,0.0,16.159999999999997,0,0,0,0,9.57,69,0,33,2551,46.730000000000004,43.59,0.15,2.54
