,birthDate,currentAge,height,weight,sal_14_15,sal_15_16,sal_16_17,sal_17_18,sal_18_19,sal_19_20,sal_20_21,total_timeOnIce,total_assists,total_goals,total_pim,total_shots,total_games,total_hits,total_powerPlayGoals,total_powerPlayPoints,total_powerPlayTimeOnIce,total_evenTimeOnIce,total_penaltyMinutes,total_faceOffPct,total_shotPct,total_gameWinningGoals,total_overTimeGoals,total_shortHandedGoals,total_shortHandedPoints,total_shortHandedTimeOnIce,total_blocked,total_plusMinus,total_points,total_shifts,total_timeOnIcePerGame,total_evenTimeOnIcePerGame,total_shortHandedTimeOnIcePerGame,total_powerPlayTimeOnIcePerGame
388,1997,23,72.0,201,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,389.88,5,5,14,42,28,67,0,1,35.480000000000004,354.28999999999996,14,0.0,19.23,1,0,0,0,0.11,7,-2,10,514,27.03,24.75,0.0,2.26
389,1997,24,74.0,196,0.0,0.0,0.0,0.0,0.0,0.0,633570.0,552.92,7,9,11,70,51,33,1,1,19.18,533.74,11,25.0,21.78,2,0,0,0,0.0,24,-7,16,804,21.28,20.5,0.0,0.38
390,1995,26,70.0,185,0.0,0.0,0.0,0.0,0.0,241920.0,800000.0,768.64,10,8,8,86,67,75,0,0,34.84,677.85,8,28.57,17.69,0,0,0,1,54.75,24,-3,18,1142,21.58,19.03,1.18,0.56
391,1993,27,72.0,188,0.0,0.0,0.0,0.0,0.0,2400000.0,2450000.0,3837.04,60,41,48,419,227,189,8,17,346.89,3328.68,48,123.63999999999999,29.12,6,2,0,0,160.67000000000002,134,-6,101,5011,50.099999999999994,43.59,1.7,3.9699999999999998
392,1994,26,71.0,196,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1919.84,26,8,34,182,109,124,1,6,62.36,1768.59,34,0.0,9.35,0,0,0,0,88.49,124,-20,34,2390,33.75,31.589999999999996,1.18,0.57
393,1979,41,74.0,215,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,10016.71,169,158,126,1405,558,532,46,108,1506.19,8090.34,126,356.02000000000004,78.15,30,3,3,3,417.78,216,-45,327,13287,123.89000000000001,99.98999999999998,4.250000000000001,17.16
394,1985,36,77.0,230,0.0,0.0,5760000.0,8000000.0,10000000.0,10000000.0,10000000.0,13189.330000000002,319,135,306,2020,549,704,41,162,1824.67,10422.23,306,146.56,46.87,24,9,2,10,938.83,791,6,454,15067,165.50000000000003,131.0,10.679999999999998,21.77
395,1991,29,74.0,210,0.0,0.0,0.0,0.0,9000000.0,7887096.0,6000000.0,8861.12,136,162,683,1698,452,1039,32,63,1029.4299999999998,7268.800000000001,683,323.26,66.33,22,1,11,14,560.0899999999999,186,-64,298,10671,136.39000000000001,111.36,7.419999999999999,14.33
396,1992,29,71.0,175,0.0,0.0,0.0,0.0,0.0,1500000.0,1500000.0,2480.19,29,30,58,230,197,185,0,0,41.33,2218.29,58,178.71,49.7,3,0,2,3,219.37,68,-8,59,3570,46.63,42.66,3.17,0.37
397,1993,28,76.0,200,0.0,0.0,0.0,0.0,0.0,0.0,380142.0,250.8,3,2,98,11,38,108,0,0,0.27,250.08,98,0.0,28.57,1,0,0,0,0.05,9,1,5,392,17.0,16.98,0.0,0.01
398,1996,25,72.0,192,0.0,0.0,0.0,0.0,0.0,1650000.0,2150000.0,1602.5100000000002,28,29,20,258,130,83,5,14,190.42000000000002,1410.52,20,153.49,42.72,2,1,0,0,0.37,37,-8,57,2039,38.2,33.05,0.0,4.74
399,1995,25,71.0,185,0.0,0.0,0.0,0.0,0.0,0.0,3200000.0,4131.13,99,50,128,532,284,162,9,48,593.23,3521.6100000000006,128,137.04,39.56,12,4,0,0,14.69,77,-31,149,5463,57.66,49.029999999999994,0.13999999999999999,7.640000000000001
400,1996,24,72.0,210,0.0,0.0,0.0,0.0,0.0,4000000.0,4000000.0,4161.23,81,76,158,744,263,423,11,23,396.45000000000005,3643.16,158,132.63,36.63,9,2,0,1,120.02000000000001,131,-10,157,5543,60.53999999999999,53.410000000000004,1.0799999999999998,4.8100000000000005
401,1996,25,75.0,222,0.0,0.0,0.0,0.0,0.0,0.0,265106.0,1028.22,12,1,33,70,76,128,0,2,18.09,963.66,33,0.0,1.54,0,0,0,1,46.47,94,-16,13,1533,32.1,30.27,0.84,0.17
402,1997,24,71.0,180,0.0,0.0,0.0,0.0,0.0,0.0,735000.0,626.5,11,6,10,71,51,37,3,4,76.71,540.94,10,14.28,14.719999999999999,2,0,0,0,8.05,31,-9,17,841,24.29,20.68,0.13,2.67
403,1998,22,71.0,185,0.0,0.0,0.0,0.0,0.0,925000.0,925000.0,969.08,9,2,30,63,61,120,0,0,18.49,904.09,30,0.0,3.2,0,0,0,1,46.1,58,-15,11,1253,15.53,14.49,0.45,0.18
404,1992,28,71.0,200,0.0,0.0,0.0,0.0,0.0,0.0,2450000.0,1447.9,15,3,22,81,89,158,0,0,3.54,1328.6599999999999,22,0.0,7.4399999999999995,1,0,0,0,115.30000000000001,94,-6,18,1948,32.22,29.46,1.91,0.04
405,1998,22,71.0,183,0.0,0.0,0.0,0.0,0.0,0.0,637952.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
406,1994,27,70.0,192,0.0,0.0,0.0,0.0,0.0,0.0,71770.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
407,1987,33,64.0,176,0.0,0.0,0.0,0.0,0.0,0.0,120680.0,3672.53,43,33,106,585,238,230,5,16,317.31999999999994,3130.9,106,183.32999999999998,22.91,3,0,2,2,223.10999999999999,56,-43,76,5061,67.58,59.519999999999996,2.88,3.9499999999999997
408,1990,31,72.0,195,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,8104.57,94,32,166,629,407,1018,2,21,437.73,7007.38,166,0.0,32.739999999999995,5,1,1,2,656.66,627,-32,126,10394,137.12,118.82,9.940000000000001,5.51
409,1993,28,74.0,206,0.0,0.0,0.0,0.0,0.0,1600000.0,1600000.0,2561.51,28,6,65,153,191,210,0,0,6.6,2405.95,65,0.0,19.79,1,0,0,1,146.56,223,-4,34,3562,81.28,76.21000000000001,3.15,0.28
410,1994,27,74.0,208,0.0,0.0,0.0,0.0,0.0,173098.0,271572.0,588.61,3,4,26,61,56,119,0,0,16.240000000000002,568.47,26,50.0,27.299999999999997,0,0,0,0,2.6999999999999997,19,-13,7,850,42.01,40.58,0.18000000000000002,0.43000000000000005
411,1994,26,76.0,213,0.0,0.0,5400000.0,5400000.0,5400000.0,5400000.0,5400000.0,11954.369999999999,198,60,168,1091,524,534,15,83,1190.93,9723.779999999999,168,0.0,38.419999999999995,13,8,1,6,1038.06,805,-7,258,14323,159.18,129.59,12.790000000000001,14.36
412,1995,26,70.0,192,0.0,0.0,0.0,0.0,0.0,0.0,4600000.0,6335.990000000001,170,81,300,796,375,196,10,54,983.2900000000001,5317.1,300,224.98999999999998,49.16,6,2,0,1,34.4,126,4,251,8120,83.49,70.18,0.25,12.219999999999999
413,1996,25,76.0,201,0.0,0.0,0.0,0.0,0.0,0.0,229292.0,93.31,1,0,0,13,10,8,0,0,0.51,92.4,0,37.03,0.0,0,0,0,0,0.0,3,1,1,125,9.21,9.16,0.0,0.05
414,1997,24,73.0,187,0.0,0.0,0.0,0.0,0.0,0.0,1300000.0,2197.4700000000003,41,26,18,230,180,110,6,9,176.16000000000003,2020.68,18,153.64,35.620000000000005,1,0,0,0,0.22999999999999998,52,6,67,2937,44.4,41.75,0.0,2.63
415,1997,24,77.0,203,0.0,0.0,0.0,0.0,0.0,0.0,663740.0,266.89,3,0,8,25,23,20,0,0,0.6499999999999999,257.94,8,0.0,0.0,0,0,0,0,6.7,12,-4,3,372,47.989999999999995,45.86,1.22,0.09
416,1993,28,74.0,186,0.0,0.0,0.0,0.0,0.0,0.0,1300000.0,1137.54,13,1,20,82,77,49,1,1,32.66,1098.24,20,0.0,2.0,0,0,0,0,5.039999999999999,69,8,14,1526,58.269999999999996,56.699999999999996,0.33,0.81
417,1995,25,73.0,213,0.0,0.0,0.0,0.0,0.0,0.0,1650000.0,1309.34,13,5,18,81,69,79,0,0,4.03,1203.18,18,0.0,6.2,1,0,0,0,102.13,92,1,18,1670,18.58,17.26,1.28,0.03
418,1997,24,73.0,212,0.0,0.0,0.0,0.0,0.0,0.0,171072.0,37.82,0,0,2,8,5,20,0,0,1.37,36.05,2,0.0,0.0,0,0,0,0,0.0,2,0,0,53,15.510000000000002,14.629999999999999,0.0,0.48
419,1998,23,77.0,210,0.0,0.0,0.0,0.0,0.0,6000000.0,6788775.0,5391.219999999999,109,138,114,916,305,321,52,84,952.11,4435.389999999999,114,99.27,60.55,17,1,0,0,2.52,155,-1,247,6397,70.19,57.89,0.01,11.86
420,1998,23,75.0,197,0.0,0.0,0.0,0.0,118546.0,566956.0,372403.0,304.5,2,1,4,23,22,25,0,0,0.0,299.29,4,0.0,4.3,0,0,0,0,5.21,21,1,3,391,13.51,13.36,0.14,0.0
421,1999,21,73.0,186,0.0,0.0,0.0,0.0,100564.0,925000.0,917855.0,483.88,7,7,10,55,38,22,0,1,20.03,462.65999999999997,10,36.5,28.87,1,1,0,0,1.19,8,6,14,631,24.9,24.55,0.02,0.33
422,1999,22,72.0,193,0.0,0.0,0.0,0.0,0.0,925000.0,616421.0,687.03,10,10,8,97,56,52,5,8,75.33,611.25,8,30.76,10.3,4,1,0,0,0.05,17,-10,20,907,12.16,10.55,0.0,1.2
423,1995,26,74.0,200,0.0,0.0,0.0,0.0,0.0,0.0,975000.0,712.0300000000001,5,7,12,89,64,103,0,0,2.6999999999999997,708.93,12,36.36,10.1,3,0,0,0,0.0,16,7,12,985,33.28,33.040000000000006,0.0,0.22000000000000003
424,1994,27,72.0,196,0.0,0.0,0.0,0.0,0.0,0.0,386757.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
425,1988,33,73.0,195,0.0,0.0,0.0,4100000.0,4100000.0,4100000.0,4100000.0,8385.05,138,111,145,852,514,200,20,42,877.7700000000001,6418.620000000001,145,353.28999999999996,92.03999999999999,13,1,2,3,1085.46,555,77,249,11835,112.44,85.58,13.31,9.86
426,1989,32,73.0,225,0.0,0.0,0.0,0.0,5000000.0,4750000.0,2818966.0,8430.85,103,24,440,547,474,668,0,6,90.66,7390.8,440,0.0,31.0,2,0,0,0,946.9899999999999,899,86,127,11067,121.58,107.41000000000001,12.520000000000001,0.7900000000000001
427,1989,31,69.0,167,0.0,0.0,0.0,0.0,0.0,0.0,9000000.0,11458.1,160,70,102,859,491,444,21,68,1093.82,9267.75,102,100.0,56.56999999999999,11,2,0,5,1093.73,902,54,230,13584,161.9,130.64000000000001,14.6,14.58
428,1990,30,73.0,203,0.0,0.0,0.0,0.0,0.0,5000000.0,4000000.0,7793.4,173,96,82,750,465,263,24,87,1288.18,6444.68,82,291.52,86.95,16,3,0,0,58.13999999999999,146,-17,269,9307,114.79,95.45999999999998,0.49,17.57
429,1991,29,75.0,223,0.0,0.0,0.0,2000000.0,3000000.0,3500000.0,3000000.0,6942.7699999999995,88,64,441,579,504,1446,1,7,187.15,6214.52,441,267.96000000000004,77.35,7,0,4,6,538.3000000000001,315,-10,152,9165,95.99,85.34,6.59,1.9900000000000002
430,1993,28,74.0,195,0.0,0.0,4000000.0,4000000.0,1720400.0,4000000.0,4000000.0,6218.549999999999,109,70,82,737,405,245,15,52,817.72,5312.9400000000005,82,298.42,57.89,15,2,0,1,85.08999999999999,152,-27,179,8382,87.51,75.39,0.62,10.240000000000002
431,1993,28,73.0,194,0.0,2500000.0,4000000.0,4500000.0,4750000.0,5750000.0,3500000.0,11071.42,107,28,154,603,510,254,5,21,395.75,9600.03,154,0.0,34.24,6,0,1,4,1072.44,830,44,135,13570,150.24,130.56,13.570000000000002,4.04
432,1988,32,69.0,177,0.0,0.0,0.0,0.0,0.0,700000.0,700000.0,2792.2,40,18,24,308,179,64,11,33,396.66999999999996,2375.37,24,0.0,30.060000000000002,1,0,0,0,17.36,125,-25,58,3484,106.03999999999999,91.11999999999999,0.6600000000000001,12.610000000000001
433,1994,26,72.0,192,0.0,0.0,0.0,0.0,0.0,1900000.0,1900000.0,3991.2300000000005,58,51,287,569,314,401,3,4,118.28999999999999,3732.6800000000003,287,190.73,35.89,9,1,0,0,138.66,166,17,109,5378,68.02000000000001,64.74,1.52,0.92
434,1996,24,70.0,198,0.0,0.0,0.0,0.0,0.0,2500000.0,3500000.0,4301.01,87,71,122,664,287,147,15,42,567.5,3722.62,122,59.72,51.61000000000001,11,1,0,0,9.29,82,-4,158,5551,83.33999999999999,74.21000000000001,0.08,7.390000000000001
435,1997,24,78.0,241,0.0,0.0,0.0,0.0,0.0,0.0,1600000.0,2120.4300000000003,33,20,83,206,154,157,0,3,74.0,1984.77,83,93.82,19.61,1,0,0,0,60.86,87,-10,53,2788,38.72,36.29,0.56,0.65
436,1995,26,75.0,207,0.0,0.0,0.0,0.0,0.0,0.0,585298.0,96.56,2,0,0,9,8,9,0,0,0.15000000000000002,91.75999999999999,0,82.47,0.0,0,0,0,0,3.8499999999999996,7,2,2,141,24.0,22.8,0.72,0.07
437,1984,36,73.0,205,0.0,0.0,0.0,0.0,0.0,0.0,750000.0,5776.849999999999,55,32,194,444,457,817,0,0,52.61,4850.53,194,374.06,49.19,5,2,5,6,871.71,279,3,87,8742,85.21000000000001,70.85,11.809999999999999,0.4600000000000001
438,1986,34,77.0,225,0.0,0.0,0.0,0.0,0.0,10000000.0,6500000.0,11069.16,358,171,381,1641,559,747,30,164,1752.5200000000002,8646.91,381,295.69,73.51,26,4,11,19,667.3299999999999,399,58,529,13990,137.11,106.94,6.96,20.75
439,1985,35,72.0,193,0.0,0.0,0.0,0.0,7500000.0,6500000.0,5500000.0,8720.029999999999,213,115,196,906,478,300,27,80,1145.5800000000002,7051.49,196,388.2199999999999,88.82000000000001,26,2,1,5,520.1600000000001,236,42,328,11234,127.07999999999998,101.64000000000001,6.2,15.549999999999997
440,1987,34,73.0,202,0.0,0.0,0.0,0.0,0.0,0.0,750000.0,6577.619999999999,68,58,120,879,471,925,2,6,126.35,5770.87,120,299.33,45.17,13,0,5,5,678.8000000000001,192,-31,126,9094,96.39000000000001,84.49,8.35,1.03
441,1988,33,70.0,188,0.0,0.0,3000000.0,4500000.0,4000000.0,4000000.0,4000000.0,6854.289999999999,157,97,232,821,468,647,30,74,1052.29,5788.660000000001,232,375.26000000000005,83.34,12,2,0,1,10.940000000000001,156,-8,254,8915,101.61999999999999,85.24,0.07999999999999999,14.629999999999999
442,1987,33,74.0,199,0.0,0.0,0.0,0.0,0.0,2400000.0,1600000.0,8762.470000000001,87,22,203,544,488,623,2,7,186.57000000000002,7517.87,203,100.0,28.06,5,0,0,3,1055.63,824,15,109,12164,123.54,104.87,13.46,1.53
443,1987,33,74.0,199,0.0,0.0,0.0,0.0,0.0,2400000.0,1600000.0,8762.470000000001,87,22,203,544,488,623,2,7,186.57000000000002,7517.87,203,100.0,28.06,5,0,0,3,1055.63,824,15,109,12164,123.54,104.87,13.46,1.53
444,1992,29,76.0,219,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,5461.18,47,6,176,289,275,471,0,0,25.63,4819.9400000000005,176,100.0,13.09,1,0,0,1,613.61,491,7,53,7060,89.47,79.67999999999999,8.39,0.19
445,1993,28,77.0,210,0.0,0.0,0.0,0.0,3500000.0,2750000.0,2500000.0,5998.0599999999995,66,57,215,542,408,1144,6,14,254.25,4975.889999999999,215,311.57,61.23,10,0,3,7,765.12,235,4,123,8689,86.96000000000001,72.3,10.870000000000001,2.5300000000000002
446,1993,28,75.0,207,0.0,0.0,5000000.0,6750000.0,6750000.0,6750000.0,5500000.0,10076.05,264,179,225,1118,508,410,48,102,1472.8300000000002,8300.079999999998,225,317.06,111.36999999999998,27,9,2,8,300.73999999999995,304,83,443,11902,136.60000000000002,112.84,3.23,18.87
447,1994,27,73.0,206,0.0,0.0,0.0,0.0,0.0,2260000.0,2300000.0,4498.539999999999,64,46,54,434,356,403,1,1,96.69,3847.4500000000003,54,322.34000000000003,55.739999999999995,8,0,4,8,551.5999999999999,158,52,110,6407,76.3,65.73,6.9,1.62
448,1996,25,72.0,172,0.0,0.0,0.0,0.0,6250000.0,6500000.0,4750000.0,6061.26,142,115,130,963,369,174,21,48,721.6899999999999,5331.79,130,105.55,59.370000000000005,20,0,1,1,5.38,124,34,257,7803,81.14999999999999,71.33,0.02,8.92
449,1996,24,73.0,182,0.0,0.0,0.0,0.0,0.0,7500000.0,8000000.0,4604.37,96,105,72,682,249,46,27,49,749.24,3723.47,72,155.48,55.35999999999999,20,4,2,3,130.06,72,-2,201,5382,68.87,56.120000000000005,1.42,10.07
450,1997,24,73.0,182,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,308.01,5,2,5,29,29,8,0,0,2.02,305.59,5,0.0,6.9,0,0,0,0,0.0,10,-2,7,408,10.37,10.33,0.0,0.04
451,1996,24,73.0,176,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,706.87,8,2,14,48,48,26,0,0,11.11,694.1099999999999,14,0.0,55.26,0,0,0,0,0.45,52,-2,10,865,44.769999999999996,43.97,0.01,0.36
452,1995,25,72.0,186,0.0,0.0,0.0,0.0,0.0,2850000.0,3150000.0,3830.99,72,13,79,363,172,352,5,43,351.12,3139.7599999999998,79,0.0,9.8,2,0,0,1,338.51,217,-7,85,4718,66.53999999999999,54.269999999999996,5.250000000000001,4.9799999999999995
453,1985,35,71.0,185,0.0,0.0,5375000.0,6100000.0,6100000.0,5800000.0,4000000.0,12775.9,205,40,180,824,550,715,11,65,1200.6100000000001,10306.9,180,100.0,33.86,4,1,1,7,1265.19,1055,-9,245,15571,161.03,129.45,14.400000000000002,13.510000000000002
454,1987,34,75.0,197,0.0,0.0,0.0,0.0,0.0,6000000.0,4000000.0,10013.990000000002,95,16,206,440,474,214,0,3,51.949999999999996,8646.53,206,0.0,26.699999999999996,2,0,1,11,1312.31,967,64,111,13362,144.46999999999997,124.89000000000001,17.5,0.43000000000000005
455,1987,33,73.0,202,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,8738.02,180,123,223,1121,530,738,34,86,1251.7099999999998,7428.900000000001,223,349.37,77.14,19,3,0,0,55.010000000000005,143,14,303,11608,112.88,96.65,0.41000000000000003,14.57
456,1988,33,73.0,195,0.0,0.0,4500000.0,4725000.0,3850000.0,3150000.0,3150000.0,9074.34,115,34,300,583,453,571,6,28,604.41,7617.619999999999,300,0.0,37.89,9,0,1,5,849.91,547,23,149,11986,139.2,117.66,11.63,7.040000000000001
457,1992,28,71.0,204,0.0,0.0,0.0,0.0,0.0,0.0,1400000.0,5741.0599999999995,59,38,190,440,392,571,3,9,163.54999999999998,5018.68,190,344.73,57.010000000000005,7,0,2,3,555.63,216,-41,97,7571,101.33000000000001,89.57000000000001,8.2,2.29
458,1995,26,75.0,223,0.0,0.0,0.0,0.0,0.0,0.0,750000.0,1560.47,15,11,162,159,156,346,0,0,37.550000000000004,1462.45,162,95.17999999999999,26.529999999999998,1,0,1,1,59.67,75,-15,26,2228,40.41,38.28999999999999,0.75,0.55
459,1992,29,72.0,182,0.0,0.0,0.0,0.0,0.0,1200000.0,1600000.0,3946.96,40,14,34,278,209,183,4,12,279.18,3493.55,34,0.0,17.14,0,0,0,0,171.82999999999998,356,-27,54,4917,108.82000000000001,97.97,3.08,5.35
460,1996,25,72.0,177,0.0,0.0,0.0,0.0,0.0,3000000.0,3000000.0,4030.99,105,45,52,341,249,50,11,36,550.98,3361.1500000000005,52,150.51,49.78,6,1,0,2,117.26000000000002,112,2,150,5105,64.09,53.67,1.39,8.59
461,1996,25,72.0,195,0.0,0.0,0.0,0.0,0.0,3250000.0,3450000.0,3955.4100000000003,65,50,58,398,246,219,11,23,469.85,3297.04,58,208.59000000000003,48.38,6,1,0,0,187.32,147,-8,115,5294,62.269999999999996,52.79,1.8599999999999999,6.35
462,1995,25,72.0,193,0.0,0.0,0.0,0.0,0.0,0.0,289632.0,678.88,12,3,34,98,63,124,0,0,3.8600000000000003,673.8699999999999,34,25.0,5.66,0,0,0,0,0.35,20,-5,15,954,31.65,31.11,0.0,0.11000000000000001
463,1997,24,74.0,214,0.0,0.0,0.0,0.0,0.0,0.0,874125.0,2736.58,28,35,57,363,213,382,5,8,292.07,2439.2200000000003,57,73.08,56.42,5,2,0,0,3.29,64,-28,63,3947,49.839999999999996,45.34,0.14,3.5199999999999996
464,1997,24,76.0,220,0.0,0.0,0.0,0.0,0.0,1000000.0,1350000.0,2920.46,31,32,155,337,230,678,0,0,9.66,2601.72,155,169.7,35.84,6,0,4,4,307.48,108,-21,63,4289,47.989999999999995,43.97,3.88,0.08
465,1996,25,70.0,165,0.0,0.0,0.0,0.0,0.0,750000.0,800000.0,1563.3200000000002,22,35,32,276,115,59,8,16,254.60000000000002,1307.64,32,91.91,24.92,7,0,0,0,0.28,37,2,57,2099,26.560000000000002,22.25,0.0,4.279999999999999
466,1998,22,70.0,170,0.0,0.0,0.0,0.0,0.0,0.0,5500000.0,4156.63,104,54,76,596,237,43,9,55,729.19,3401.8,76,118.85,27.05,10,2,0,1,23.64,62,-37,158,5297,64.76,52.81,0.17,10.15
467,1998,23,74.0,210,0.0,0.0,0.0,0.0,0.0,2600000.0,3300000.0,4632.030000000001,52,28,129,454,234,332,11,22,409.33000000000004,4036.49,129,0.0,24.43,3,0,0,0,183.81,343,-20,80,5596,78.96,68.83,2.5200000000000005,6.76
468,1994,27,74.0,201,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1286.65,8,0,31,68,92,301,0,0,2.45,1266.56,31,0.0,0.0,0,0,0,0,16.84,114,-5,8,1755,27.549999999999997,27.28,0.22000000000000003,0.03
469,1988,32,74.0,215,0.0,0.0,0.0,0.0,0.0,10500000.0,7000000.0,9583.26,189,212,249,1853,517,667,51,100,1425.4399999999998,7652.070000000001,249,310.11,79.59,48,10,7,10,503.75,225,40,401,12056,128.47,102.44,5.609999999999999,17.96
470,1987,33,73.0,209,0.0,3900000.0,3900000.0,4000000.0,4050000.0,1026352.0,4000000.0,9634.5,121,52,153,714,465,713,12,57,852.37,7923.3099999999995,153,0.0,51.300000000000004,12,3,1,3,855.6200000000001,999,22,173,12588,142.44000000000003,117.81000000000002,11.049999999999999,10.720000000000002
471,1990,31,75.0,210,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,13463.650000000001,249,80,168,1331,534,337,22,104,1436.81,10572.17,168,0.0,41.83,18,2,0,5,1451.8700000000001,1011,52,329,16116,175.38,137.11,18.09,17.7
472,1991,30,76.0,216,0.0,0.0,0.0,0.0,3000000.0,2500000.0,2500000.0,8126.869999999999,65,17,348,467,441,1142,0,6,140.46999999999997,7099.85,348,100.0,22.3,4,0,1,3,884.1500000000001,665,62,82,10572,125.54,109.02000000000001,10.75,2.9199999999999995
473,1992,29,75.0,202,0.0,0.0,0.0,0.0,0.0,12000000.0,8000000.0,8453.900000000001,236,149,145,977,445,338,30,91,1199.0400000000002,6761.74,145,355.01,103.55,22,5,4,8,490.32000000000005,328,75,385,10246,128.85,103.32,6.239999999999999,16.8
474,1993,28,72.0,191,0.0,0.0,0.0,0.0,0.0,5900000.0,5900000.0,6780.860000000001,130,100,62,724,410,232,18,40,597.8599999999999,5494.620000000001,62,285.74,73.39000000000001,17,1,7,15,685.98,217,65,230,8460,95.08,77.03,7.71,7.9
475,1990,30,69.0,180,0.0,0.0,0.0,0.0,7000000.0,6000000.0,5000000.0,5811.64,139,112,175,1058,347,466,29,69,888.63,4914.59,175,249.98000000000002,85.97,22,5,0,0,6.42,86,14,251,6817,92.69,79.61,0.04,12.2
476,1994,27,72.0,199,0.0,0.0,0.0,0.0,0.0,0.0,1625000.0,2607.21,33,22,26,150,209,121,1,2,53.5,2272.6099999999997,26,252.13,45.660000000000004,5,1,3,4,278.7,102,21,55,3411,53.8,48.55,3.8899999999999997,0.51
477,1992,28,73.0,195,0.0,0.0,0.0,0.0,0.0,0.0,504322.0,4543.96,63,46,76,435,297,69,5,12,235.87,3940.83,76,157.52,40.57,7,2,4,6,366.05999999999995,143,-10,109,6371,60.13999999999999,52.089999999999996,4.140000000000001,2.26
478,1995,25,74.0,195,0.0,0.0,0.0,0.0,5200000.0,5200000.0,5200000.0,5359.9,93,36,89,653,264,96,9,39,693.13,4564.28,89,100.0,30.050000000000004,8,4,1,3,100.09,282,14,129,6472,98.64999999999999,82.38,2.02,12.200000000000001
479,1994,26,74.0,218,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1933.6499999999999,18,21,108,286,203,715,0,0,11.1,1915.15,108,114.28,28.43,3,0,0,0,5.800000000000001,44,-8,39,2787,36.58,35.96,0.06,0.12
480,1992,28,74.0,205,0.0,0.0,0.0,0.0,0.0,0.0,1250000.0,2540.18,24,24,56,322,219,235,0,0,38.44,2185.58,56,270.48,28.370000000000005,2,0,3,4,314.15999999999997,90,-9,48,3387,54.839999999999996,47.519999999999996,5.28,0.38
481,1996,25,76.0,220,0.0,0.0,0.0,0.0,0.0,4750000.0,4750000.0,3105.0600000000004,63,43,43,457,200,254,10,23,440.15,2655.91,43,109.38,28.08,12,1,0,0,7.800000000000001,109,3,106,3521,56.37,49.51,0.08,5.94
482,1997,24,74.0,217,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,12.06,0,0,0,1,1,2,0,0,0.0,12.06,0,100.0,0.0,0,0,0,0,0.0,0,0,0,15,12.06,12.06,0.0,0.0
483,1997,24,76.0,205,0.0,0.0,0.0,0.0,0.0,0.0,750000.0,371.89,5,5,10,44,35,48,1,1,2.43,353.61,10,162.02,11.9,1,0,0,0,15.45,8,2,10,525,28.28,27.439999999999998,0.37,0.05
484,1998,22,74.0,198,0.0,0.0,0.0,0.0,0.0,0.0,874125.0,2087.12,35,26,57,242,145,120,6,10,251.76999999999998,1831.38,57,101.82,21.54,5,1,0,0,3.5700000000000003,45,-7,61,2868,28.47,24.75,0.03,2.88
485,1998,22,74.0,198,0.0,0.0,0.0,0.0,0.0,0.0,874125.0,2087.12,35,26,57,242,145,120,6,10,251.76999999999998,1831.38,57,101.82,21.54,5,1,0,0,3.5700000000000003,45,-7,61,2868,28.47,24.75,0.03,2.88
486,1996,24,74.0,211,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,245.43,1,0,4,9,17,10,0,0,0.0,229.44,4,0.0,0.0,0,0,0,0,15.59,17,6,1,329,30.6,29.6,0.59,0.0
