,type,birthDate,currentAge,birthCity,birthStateProvince,birthCountry,nationality,height,weight,active,alternateCaptain,captain,rookie,shootsCatches,rosterStatus,timeOnIce20,assists20,goals20,pim20,shots20,games20,hits20,powerPlayGoals20,powerPlayPoints20,powerPlayTimeOnIce20,evenTimeOnIce20,penaltyMinutes20,faceOffPct20,shotPct20,gameWinningGoals20,overTimeGoals20,shortHandedGoals20,shortHandedPoints20,shortHandedTimeOnIce20,blocked20,plusMinus20,points20,shifts20,timeOnIcePerGame20,evenTimeOnIcePerGame20,shortHandedTimeOnIcePerGame20,powerPlayTimeOnIcePerGame20,timeOnIce19,assists19,goals19,pim19,shots19,games19,hits19,powerPlayGoals19,powerPlayPoints19,powerPlayTimeOnIce19,evenTimeOnIce19,penaltyMinutes19,faceOffPct19,shotPct19,gameWinningGoals19,overTimeGoals19,shortHandedGoals19,shortHandedPoints19,shortHandedTimeOnIce19,blocked19,plusMinus19,points19,shifts19,timeOnIcePerGame19,evenTimeOnIcePerGame19,shortHandedTimeOnIcePerGame19,powerPlayTimeOnIcePerGame19,timeOnIce18,assists18,goals18,pim18,shots18,games18,hits18,powerPlayGoals18,powerPlayPoints18,powerPlayTimeOnIce18,evenTimeOnIce18,penaltyMinutes18,faceOffPct18,shotPct18,gameWinningGoals18,overTimeGoals18,shortHandedGoals18,shortHandedPoints18,shortHandedTimeOnIce18,blocked18,plusMinus18,points18,shifts18,timeOnIcePerGame18,evenTimeOnIcePerGame18,shortHandedTimeOnIcePerGame18,powerPlayTimeOnIcePerGame18,timeOnIce17,assists17,goals17,pim17,shots17,games17,hits17,powerPlayGoals17,powerPlayPoints17,powerPlayTimeOnIce17,evenTimeOnIce17,penaltyMinutes17,faceOffPct17,shotPct17,gameWinningGoals17,overTimeGoals17,shortHandedGoals17,shortHandedPoints17,shortHandedTimeOnIce17,blocked17,plusMinus17,points17,shifts17,timeOnIcePerGame17,evenTimeOnIcePerGame17,shortHandedTimeOnIcePerGame17,powerPlayTimeOnIcePerGame17,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2013-14,2011-12,2012-13,2010-11
150,Forward,1994,26,Omsk,Unknown,RUS,RUS,75,195,True,False,False,False,L,Y,607.28,15.0,8.0,4.0,98.0,39.0,26.0,0.0,0.0,3.03,529.22,4.0,75.0,8.2,1.0,0.0,1.0,1.0,75.03,13.0,7.0,23.0,852.0,15.34,13.34,1.55,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1100000.0,0.0,0.0,0.0,0.0
151,Defenseman,1990,31,Minnetonka,MN,USA,USA,74,203,True,False,False,False,L,Y,1132.53,20.0,4.0,30.0,87.0,68.0,43.0,1.0,11.0,121.48,1008.13,30.0,0.0,4.6,2.0,1.0,0.0,0.0,2.52,42.0,-24.0,24.0,1416.0,16.39,14.49,0.02,1.47,1315.16,27,3,26,78,62,61,0,5,115.18,1192.08,26,0.0,3.85,0,0,0,0,7.5,64,19,30,1635,21.12,19.13,0.07,1.51,1847.04,47,5,32,133,82,51,1,15,169.43,1646.48,32,0.0,3.76,0,0,0,0,30.33,103,9,52,2335,22.31,20.04,0.22,2.04,1765.45,34,9,34,127,82,69,2,13,208.18,1531.31,34,0.0,7.09,2,2,0,0,25.56,83,24,43,2183,21.32,18.4,0.18,2.32,0.0,0.0,0.0,0.0,0.0,3650000.0,3900000.0,0.0,0.0,0.0,0.0
152,Forward,1991,30,Denver,CO,USA,USA,74,209,True,False,False,False,R,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.31,2,0,4,11,14,22,0,0,1.17,155.01,4,53.52,0.0,0,0,0,0,11.13,3,-3,2,235,11.57,11.04,0.48,0.05,0.0,0.0,0.0,0.0,0.0,0.0,24136.0,0.0,0.0,0.0,0.0
153,Forward,1992,28,Chur,Unknown,CHE,CHE,74,218,True,False,False,False,L,Y,992.47,18.0,11.0,42.0,115.0,67.0,52.0,4.0,11.0,125.43,865.03,42.0,25.0,9.6,2.0,0.0,0.0,0.0,2.01,19.0,-3.0,29.0,1279.0,14.49,12.54,0.01,1.52,1330.28,30,23,30,184,82,94,6,15,184.52,1143.56,30,55.22,12.5,3,0,0,0,1.4,20,-4,53,1637,16.13,13.57,0.01,2.15,945.05,14,18,36,133,63,58,7,8,140.1,800.57,36,45.45,13.53,4,1,0,0,3.58,20,14,32,1146,15.0,12.42,0.03,2.13,1235.53,32,25,53,186,82,120,8,14,164.28,1071.16,53,0.0,13.44,3,0,0,0,0.09,20,17,57,1617,15.04,13.03,0.0,2.0,0.0,0.0,0.0,4600000.0,2612880.0,5850000.0,4250000.0,0.0,0.0,0.0,0.0
154,Defenseman,1992,29,Kirkkonummi,Unknown,FIN,FIN,77,218,True,False,False,False,R,Y,90.36,0.0,1.0,2.0,4.0,5.0,15.0,0.0,0.0,1.52,82.11,2.0,0.0,25.0,0.0,0.0,0.0,0.0,6.33,7.0,1.0,1.0,123.0,18.07,16.26,1.18,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,168116.0,0.0,0.0,0.0,0.0
155,Forward,1991,29,Nassjo,Unknown,SWE,SWE,73,191,True,False,False,False,R,Y,1145.53,17.0,12.0,20.0,84.0,69.0,125.0,0.0,0.0,7.15,976.03,20.0,34.61,14.3,1.0,0.0,2.0,2.0,162.35,53.0,16.0,29.0,1520.0,16.36,14.08,2.21,0.06,1037.33,12,8,26,80,66,120,0,0,7.56,915.35,26,35.0,10.0,1,0,0,0,114.02,47,-3,20,1420,15.43,13.52,1.43,0.07,1056.36,20,13,26,80,71,130,0,0,3.52,916.46,26,36.84,16.25,0,0,0,2,135.58,44,-10,33,1564,14.52,12.54,1.54,0.03,938.1,15,6,16,56,68,99,0,0,6.48,824.15,16,38.63,10.71,1,0,0,0,107.07,44,6,21,1409,13.47,12.07,1.34,0.06,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0
156,Forward,1992,29,De Pere,WI,USA,USA,71,188,True,False,False,False,L,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,0,1,4,12,14,21,0,0,0.24,100.45,4,0.0,8.33,0,0,0,0,3.51,6,-6,1,153,7.3,7.11,0.16,0.01,250.32,2,3,37,33,30,56,0,0,0.0,240.48,37,42.85,9.09,0,0,0,0,9.44,8,-5,5,362,8.21,8.01,0.19,0.0,47.19,0,0,0,7,7,13,0,0,0.05,47.14,0,62.5,0.0,0,0,0,0,0.0,1,-3,0,72,6.45,6.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211190.0,0.0,0.0,0.0,0.0
157,Forward,1993,28,Pittsburgh,PA,USA,USA,70,183,True,False,False,False,R,Y,1036.59,27.0,11.0,49.0,141.0,62.0,101.0,1.0,7.0,122.21,882.29,49.0,52.16,7.8,2.0,1.0,1.0,1.0,32.09,37.0,-8.0,38.0,1286.0,16.43,14.14,0.31,1.58,1081.16,24,10,54,158,55,112,3,13,135.31,855.35,54,51.82,6.33,1,0,1,1,90.1,42,-9,34,1366,19.39,15.33,1.38,2.27,1751.52,44,31,54,287,82,145,13,27,285.13,1318.31,54,54.09,10.8,5,0,3,4,148.08,55,-9,75,2168,21.21,16.04,1.48,3.28,1707.53,31,23,43,230,82,164,2,12,224.07,1326.26,43,50.18,10.0,2,1,0,1,157.2,51,-13,54,2101,20.49,16.1,1.55,2.43,0.0,0.0,3750000.0,4500000.0,5250000.0,1157266.0,3500000.0,0.0,0.0,0.0,0.0
158,Defenseman,1993,28,Toronto,ON,CAN,CAN,78,229,True,False,False,False,R,Y,1094.21,26.0,14.0,32.0,170.0,47.0,52.0,2.0,12.0,148.39,836.2,32.0,0.0,8.2,3.0,2.0,0.0,1.0,109.22,63.0,30.0,40.0,1310.0,23.17,17.47,2.19,3.09,1613.09,21,18,54,259,82,160,2,7,152.42,1439.46,54,0.0,6.95,2,0,0,0,20.41,91,0,39,1994,19.4,17.33,0.15,1.51,1765.32,27,17,64,270,82,83,6,12,218.15,1506.09,64,33.33,6.3,4,1,0,0,41.08,80,1,44,2087,21.31,18.22,0.3,2.39,1594.25,37,13,64,222,81,68,2,14,183.31,1339.16,64,0.0,5.86,5,1,0,1,71.38,94,12,50,2131,19.41,16.32,0.53,2.15,0.0,5500000.0,5500000.0,5750000.0,5750000.0,6000000.0,6000000.0,0.0,0.0,0.0,0.0
159,Defenseman,1994,27,Lakeville,MN,USA,USA,75,210,True,False,False,False,L,Y,1386.17,16.0,8.0,45.0,139.0,67.0,103.0,0.0,0.0,7.5,1207.23,45.0,0.0,5.8,1.0,0.0,0.0,2.0,171.04,96.0,-10.0,24.0,1768.0,20.41,18.01,2.33,0.07,1656.16,17,8,44,126,78,178,0,0,18.48,1463.38,44,100.0,6.35,1,1,0,1,173.5,119,-4,25,2141,21.14,18.45,2.13,0.14,1724.03,21,4,39,153,82,127,0,6,98.38,1500.3,39,0.0,2.61,1,0,1,1,124.55,119,-27,25,2263,21.01,18.17,1.31,1.12,1397.01,34,5,42,127,80,147,0,7,110.52,1262.38,42,0.0,3.94,0,0,0,0,23.31,69,11,39,1885,17.27,15.46,0.17,1.23,0.0,0.0,0.0,0.0,5700000.0,969896.0,4200000.0,0.0,0.0,0.0,0.0
160,Forward,1994,26,Helsinki,Unknown,FIN,FIN,71,191,True,False,False,False,L,Y,1305.08,48.0,15.0,8.0,182.0,68.0,18.0,4.0,21.0,204.28,980.03,8.0,49.05,8.2,1.0,0.0,1.0,4.0,120.37,30.0,20.0,63.0,1577.0,19.11,14.24,1.46,3.0,1469.13,55,21,12,167,82,35,8,24,223.43,1172.28,12,41.86,12.57,1,1,1,5,73.02,23,30,76,1898,17.55,14.17,0.53,2.43,1384.45,41,23,14,185,82,26,5,20,219.17,1164.32,14,30.61,12.43,3,0,0,0,0.56,22,8,64,1791,16.53,14.12,0.0,2.4,1315.27,27,15,16,169,81,27,5,15,181.06,1133.04,16,46.73,8.88,2,1,0,0,1.17,33,-6,42,1710,16.14,13.59,0.0,2.14,0.0,0.0,0.0,0.0,0.0,6250000.0,4250000.0,0.0,0.0,0.0,0.0
161,Forward,1992,28,Brandon,MB,CAN,CAN,72,196,True,True,False,False,L,Y,506.41,11.0,2.0,22.0,44.0,45.0,72.0,0.0,0.0,0.45,448.12,22.0,51.56,4.5,1.0,0.0,0.0,2.0,57.44,23.0,-2.0,13.0,756.0,11.15,9.57,1.16,0.01,1187.5,10,15,38,146,82,199,0,0,8.0,1047.15,38,43.98,10.27,5,0,1,1,132.35,46,1,25,1735,14.29,12.46,1.37,0.05,1134.5,9,6,45,112,81,128,0,0,13.12,972.37,45,36.44,5.36,1,0,0,1,149.01,42,-24,15,1703,14.0,12.0,1.5,0.09,1207.18,14,11,40,109,77,50,1,2,29.08,1006.11,40,44.35,10.09,2,0,1,3,171.59,68,-8,25,1686,15.4,13.04,2.14,0.22,0.0,0.0,0.0,0.0,0.0,1850000.0,2150000.0,0.0,0.0,0.0,0.0
162,Forward,1994,27,Fergus,ON,CAN,CAN,72,187,True,False,False,False,L,Y,897.44,10.0,7.0,17.0,93.0,68.0,80.0,0.0,0.0,3.01,730.02,17.0,38.46,7.5,1.0,0.0,2.0,2.0,164.41,28.0,-4.0,17.0,1293.0,13.12,10.44,2.25,0.02,1173.23,16,10,20,123,82,137,0,0,21.03,969.55,20,42.62,8.13,0,0,1,1,182.25,38,10,26,1700,14.18,11.49,2.13,0.15,1159.44,14,16,22,159,80,137,2,3,26.58,1036.42,22,45.94,10.06,1,0,1,1,96.04,17,-12,30,1657,14.29,12.57,1.12,0.2,683.51,9,7,6,74,57,91,0,0,3.52,635.08,6,25.0,9.46,1,0,0,1,44.51,22,-11,16,1017,11.59,11.08,0.47,0.04,0.0,0.0,0.0,0.0,0.0,1900000.0,2300000.0,0.0,0.0,0.0,0.0
163,Defenseman,1994,27,Denver,CO,USA,USA,75,207,True,True,False,False,L,Y,1591.35,30.0,6.0,10.0,145.0,68.0,43.0,0.0,3.0,62.12,1318.28,10.0,0.0,4.1,3.0,1.0,0.0,1.0,210.55,107.0,30.0,36.0,1892.0,23.24,19.23,3.06,0.54,1889.06,23,8,18,146,82,70,5,7,148.13,1544.34,18,0.0,5.48,1,0,1,2,196.19,133,0,31,2203,23.02,18.5,2.23,1.48,1852.12,22,8,10,154,82,47,1,2,49.57,1588.31,10,0.0,5.19,1,1,0,0,213.44,154,1,30,2149,22.35,19.22,2.36,0.36,1921.56,29,5,12,99,82,35,0,4,75.57,1590.1,12,0.0,5.05,0,0,1,4,255.49,161,23,34,2135,23.26,19.23,3.07,0.55,0.0,0.0,0.0,0.0,5500000.0,5500000.0,3900000.0,0.0,0.0,0.0,0.0
164,Forward,1993,27,Gaspe,QC,CAN,CAN,72,204,True,False,False,False,L,Y,796.17,11.0,7.0,42.0,78.0,61.0,175.0,0.0,0.0,4.07,678.17,42.0,50.88,9.0,0.0,0.0,1.0,2.0,113.53,49.0,-1.0,18.0,1099.0,13.03,11.07,1.52,0.04,960.16,4,13,80,87,80,269,0,0,3.44,796.15,80,52.6,14.94,1,0,2,2,160.17,61,7,17,1400,12.0,9.57,2.0,0.02,571.19,4,5,41,64,56,112,0,1,4.33,536.38,41,46.89,7.81,2,0,0,0,30.08,32,-5,9,840,10.12,9.34,0.32,0.04,668.22,6,4,80,68,58,144,0,0,4.23,579.12,80,46.08,5.88,0,0,0,0,84.47,46,-6,10,950,11.31,9.59,1.27,0.04,0.0,0.0,0.0,0.0,0.0,1650000.0,1194832.0,0.0,0.0,0.0,0.0
165,Defenseman,1993,28,Rumson,NJ,USA,USA,71,185,True,False,False,False,L,Y,670.01,4.0,1.0,10.0,54.0,35.0,24.0,0.0,0.0,2.02,610.05,10.0,0.0,1.9,0.0,0.0,0.0,0.0,57.54,46.0,-10.0,5.0,789.0,19.08,17.25,1.39,0.03,562.04,7,0,15,35,44,43,0,0,1.36,549.28,15,0.0,0.0,0,0,0,0,11.0,39,-1,7,710,12.46,12.29,0.15,0.02,1038.35,9,3,8,79,62,33,0,0,10.03,1010.01,8,0.0,3.8,1,0,0,1,18.31,98,13,12,1297,16.45,16.17,0.17,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,24136.0,0.0,0.0,0.0,0.0
166,Forward,1996,25,Markham,ON,CAN,CAN,74,198,True,False,False,False,L,Y,932.15,17.0,13.0,34.0,129.0,68.0,64.0,0.0,0.0,3.36,854.32,34.0,47.36,10.1,1.0,0.0,3.0,3.0,74.07,17.0,9.0,30.0,1320.0,13.42,12.34,1.05,0.03,962.01,5,10,20,106,77,126,0,0,7.45,854.39,20,47.61,9.43,3,0,0,0,99.37,19,-17,15,1412,12.29,11.05,1.17,0.06,23.51,1,2,0,6,2,5,0,0,0.0,19.45,0,0.0,33.33,0,0,0,0,4.06,1,3,3,35,11.55,9.52,2.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2150000.0,0.0,0.0,0.0,0.0
167,Forward,1997,23,Rauma,Unknown,FIN,FIN,72,176,True,False,False,False,L,Y,1320.49,28.0,38.0,26.0,206.0,68.0,55.0,8.0,17.0,193.41,1004.24,26.0,46.0,18.4,5.0,0.0,4.0,5.0,122.44,20.0,10.0,66.0,1598.0,19.25,14.46,1.48,2.5,1652.22,53,30,26,243,82,65,3,24,246.05,1314.53,26,48.58,12.35,7,3,4,5,91.24,34,25,83,2008,20.09,16.02,1.06,3.0,1397.37,36,29,24,200,78,65,8,16,208.4,1186.09,24,45.34,14.5,4,0,0,0,2.48,17,4,65,1731,17.55,15.12,0.02,2.4,1376.31,25,24,26,214,82,51,6,17,181.51,1176.46,26,48.57,11.21,4,1,1,2,17.54,14,-1,49,1814,16.47,14.21,0.13,2.13,0.0,0.0,0.0,0.0,0.0,12000000.0,10570000.0,0.0,0.0,0.0,0.0
168,Forward,1996,25,Kitchener,ON,CAN,CAN,76,206,True,False,False,True,L,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,482720.0,0.0,0.0,0.0,0.0
169,Forward,2000,21,Barnaul,Unknown,RUS,RUS,74,195,True,False,False,False,L,Y,1138.11,37.0,24.0,54.0,183.0,68.0,116.0,6.0,20.0,201.05,936.0,54.0,0.0,13.1,5.0,1.0,0.0,0.0,1.06,27.0,9.0,61.0,1425.0,16.44,13.45,0.0,2.57,1201.02,17,20,62,189,82,123,0,5,156.59,1042.56,62,14.28,10.58,3,1,0,0,1.07,26,0,37,1685,14.38,12.43,0.0,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1110000.0,832500.0,832500.0,0.0,0.0,0.0,0.0
170,Defenseman,1996,25,Windsor,ON,CAN,CAN,76,215,True,True,False,False,R,I,1539.25,36.0,5.0,26.0,147.0,67.0,34.0,0.0,6.0,96.47,1306.29,26.0,0.0,3.4,1.0,1.0,0.0,1.0,136.09,84.0,12.0,41.0,1838.0,22.58,19.29,2.01,1.26,1938.49,24,13,47,180,82,114,5,10,139.17,1610.48,47,0.0,7.22,1,1,0,0,188.44,88,1,37,2468,23.38,19.38,2.18,1.41,1917.54,22,16,71,189,82,69,5,11,174.23,1559.42,71,0.0,8.47,4,1,0,0,183.49,121,9,38,2376,23.23,19.01,2.14,2.07,1459.17,11,10,58,225,68,88,4,8,189.29,1214.38,58,0.0,4.44,2,1,1,1,55.1,62,-23,21,1618,21.27,17.51,0.48,2.47,0.0,0.0,0.0,9000000.0,7000000.0,9000000.0,6000000.0,0.0,0.0,0.0,0.0
171,Forward,1987,34,Sollentuna,Unknown,SWE,SWE,71,189,True,True,False,False,R,Y,828.36,15.0,17.0,36.0,168.0,52.0,107.0,3.0,7.0,173.55,654.33,36.0,33.33,10.1,2.0,0.0,0.0,0.0,0.08,41.0,9.0,32.0,1073.0,15.56,12.35,0.0,3.2,1067.52,19,18,26,197,69,150,6,12,187.53,879.13,26,50.0,9.14,2,0,0,0,0.46,34,-3,37,1412,15.28,12.44,0.0,2.43,1212.36,20,29,58,247,70,137,15,22,246.53,962.46,58,48.48,11.74,1,0,0,0,2.57,64,2,49,1576,17.19,13.45,0.02,3.31,1116.35,23,21,28,223,70,227,10,17,210.41,904.47,28,27.27,9.42,6,0,0,0,1.07,62,16,44,1495,15.57,12.55,0.0,3.0,0.0,0.0,0.0,0.0,5300000.0,5300000.0,5300000.0,0.0,0.0,0.0,0.0
172,Defenseman,1990,31,Prague,Unknown,CZE,CZE,72,208,True,False,False,False,R,Y,1053.56,13.0,2.0,40.0,90.0,63.0,164.0,0.0,0.0,3.19,878.21,40.0,0.0,2.2,1.0,0.0,0.0,0.0,172.16,75.0,15.0,15.0,1241.0,16.43,13.56,2.44,0.03,1376.24,16,4,63,136,77,255,0,0,1.23,1172.55,63,0.0,2.94,0,0,0,0,202.06,133,6,20,1784,17.52,15.13,2.37,0.01,1197.06,14,2,83,142,70,170,0,0,3.56,1061.49,83,0.0,1.41,0,0,0,1,131.21,123,0,16,1556,17.06,15.1,1.52,0.03,1292.35,17,6,93,113,67,280,0,1,4.34,1160.15,93,0.0,5.31,0,0,0,0,127.46,124,8,23,1739,19.17,17.19,1.54,0.04,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,0.0,0.0,0.0,0.0
173,Forward,1993,28,Saint-Jerome,QC,CAN,CAN,73,202,True,True,False,False,L,Y,1295.13,55.0,23.0,30.0,152.0,69.0,51.0,5.0,29.0,246.26,1047.09,30.0,39.34,15.1,3.0,1.0,0.0,0.0,1.38,26.0,5.0,78.0,1490.0,18.46,15.1,0.01,3.34,1545.59,62,30,40,226,82,57,11,34,279.58,1252.01,40,63.15,13.27,5,0,0,0,14.0,45,-14,92,1846,18.51,15.16,0.1,3.24,1574.55,42,27,32,204,82,41,7,19,278.02,1288.45,32,47.72,13.24,4,0,0,0,8.08,42,-2,69,1912,19.12,15.42,0.05,3.23,555.3,16,10,13,86,31,18,3,7,78.45,473.52,13,44.44,11.63,2,1,0,0,2.53,7,-2,26,697,17.55,15.17,0.05,2.32,0.0,0.0,4000000.0,6200000.0,6200000.0,6200000.0,5300000.0,0.0,0.0,0.0,0.0
