id,Player Name,Position,Age,Nationality,Height,Weight,Shoots,Time On Ice,Total Assists,Total Goals,pim22,Total Shots,Total Games,Total Hits,Power Play Goals,Power Play Points,Power Play Time On Ice,evenTimeOnIce22,Total Penalty Minutes,Face Off Percentage,Shot Percentage,Game Winning Goals,Over Time Goals,Short Handed Goals,Short Handed Points,Short Handed Time On Ice,Blocked Shots,Plus Minus,Points,Total Shifts,Time On Ice Per Game,Even Time On Ice Per Game,Short Handed Time On Ice Per Game,Power Play Time On Ice Per Game,timeOnIce21,assists21,goals21,pim21,shots21,games21,hits21,powerPlayGoals21,powerPlayPoints21,powerPlayTimeOnIce21,evenTimeOnIce21,penaltyMinutes21,faceOffPct21,shotPct21,gameWinningGoals21,overTimeGoals21,shortHandedGoals21,shortHandedPoints21,shortHandedTimeOnIce21,blocked21,plusMinus21,points21,shifts21,timeOnIcePerGame21,evenTimeOnIcePerGame21,shortHandedTimeOnIcePerGame21,powerPlayTimeOnIcePerGame21,timeOnIce20,assists20,goals20,pim20,shots20,games20,hits20,powerPlayGoals20,powerPlayPoints20,powerPlayTimeOnIce20,evenTimeOnIce20,penaltyMinutes20,faceOffPct20,shotPct20,gameWinningGoals20,overTimeGoals20,shortHandedGoals20,shortHandedPoints20,shortHandedTimeOnIce20,blocked20,plusMinus20,points20,shifts20,timeOnIcePerGame20,evenTimeOnIcePerGame20,shortHandedTimeOnIcePerGame20,powerPlayTimeOnIcePerGame20,timeOnIce19,assists19,goals19,pim19,shots19,games19,hits19,powerPlayGoals19,powerPlayPoints19,powerPlayTimeOnIce19,evenTimeOnIce19,penaltyMinutes19,faceOffPct19,shotPct19,gameWinningGoals19,overTimeGoals19,shortHandedGoals19,shortHandedPoints19,shortHandedTimeOnIce19,blocked19,plusMinus19,points19,shifts19,timeOnIcePerGame19,evenTimeOnIcePerGame19,shortHandedTimeOnIcePerGame19,powerPlayTimeOnIcePerGame19,timeOnIce18,assists18,goals18,pim18,shots18,games18,hits18,powerPlayGoals18,powerPlayPoints18,powerPlayTimeOnIce18,evenTimeOnIce18,penaltyMinutes18,faceOffPct18,shotPct18,gameWinningGoals18,overTimeGoals18,shortHandedGoals18,shortHandedPoints18,shortHandedTimeOnIce18,blocked18,plusMinus18,points18,shifts18,timeOnIcePerGame18,evenTimeOnIcePerGame18,shortHandedTimeOnIcePerGame18,powerPlayTimeOnIcePerGame18,timeOnIce17,assists17,goals17,pim17,shots17,games17,hits17,powerPlayGoals17,powerPlayPoints17,powerPlayTimeOnIce17,evenTimeOnIce17,penaltyMinutes17,faceOffPct17,shotPct17,gameWinningGoals17,overTimeGoals17,shortHandedGoals17,shortHandedPoints17,shortHandedTimeOnIce17,blocked17,plusMinus17,points17,shifts17,timeOnIcePerGame17,evenTimeOnIcePerGame17,shortHandedTimeOnIcePerGame17,powerPlayTimeOnIcePerGame17,Salary_2017-18,Salary_2018-19,Salary_2019-20,Salary_2020-21,Salary,Salary Rank,Height (Inches),id,salary_rank_quantile,salary_2021-22_quantile,assists22_quantile,goals22_quantile,shots22_quantile,faceOffPct22_quantile,shotPct22_quantile,gameWinningGoals22_quantile,overTimeGoals22_quantile,points22_quantile,plusMinus22_quantile,offense_quantiles_total,Offensive Overall Rank,special_teams_quantiles_total,Special Teams Overall Rank,enforcer_quantiles_total,Enforcer Overall Rank,endurance_quantiles_total,Endurance Overall Rank,powerPlayGoals22_quantile,powerPlayPoints22_quantile,powerPlayTimeOnIce22_quantile,shortHandedGoals22_quantile,shortHandedPoints22_quantile,shortHandedTimeOnIce22_quantile,hits22_quantile,penaltyMinutes22_quantile,timeOnIce22_quantile,games22_quantile,shifts22_quantile,blocked22_quantile,timeOnIcePerGame22_quantile,evenTimeOnIcePerGame22_quantile,shortHandedTimeOnIcePerGame22_quantile,powerPlayTimeOnIcePerGame22_quantile,overall_rank_sum,Overall Rank
Adam Gaudette,Adam Gaudette,Center,24,USA,"6' 1""",170,Right,656.32,9.0,5.0,17.0,94.0,58.0,72.0,2.0,2.0,66.46,589.46,17.0,44.09,5.3,1.0,0.0,0.0,0.0,0.0,10.0,-9.0,14.0,895.0,11.19,10.1,0.0,1.09,444.51,6.0,5.0,12.0,66.0,40.0,16.0,0.0,3.0,40.59,403.43,12.0,42.74,7.6,0.0,0.0,0.0,0.0,0.09,22.0,-15.0,11.0,685.0,11.07,10.05,0.0,1.01,730.38,21.0,12.0,37.0,75.0,59.0,29.0,4.0,12.0,89.05,641.2,37.0,41.18,16.0,1.0,0.0,0.0,0.0,0.13,20.0,-7.0,33.0,1114.0,12.23,10.52,0.0,1.3,613.09,7.0,5.0,18.0,55.0,56.0,48.0,0.0,2.0,76.36,536.28,18.0,40.43,9.09,1.0,0.0,0.0,0.0,0.05,15.0,-8.0,12.0,897.0,10.56,9.34,0.0,1.22,63.56,0.0,0.0,0.0,9.0,5.0,2.0,0.0,0.0,3.44,60.12,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,90.0,12.47,12.02,0.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,763164.0,317,73,Adam Gaudette,3,1,1,1,1,3,1,2,3,1,1,18.0,255,15.0,230,7.0,254,4.0,369,3,2,2,3,1,0,2,1,0,1,0,0,0,0,0,2,1108,86
Brandon Hagel,Brandon Hagel,Left Wing,22,CAN,"5' 11""",174,Left,1259.28,19.0,25.0,31.0,125.0,77.0,63.0,4.0,6.0,113.42,1038.09,31.0,42.1,20.0,3.0,0.0,1.0,3.0,107.37,32.0,-18.0,44.0,1606.0,16.21,13.28,1.23,1.28,727.25,15.0,9.0,11.0,91.0,52.0,59.0,0.0,3.0,29.43,660.25,11.0,39.13,9.9,2.0,2.0,0.0,1.0,37.17,28.0,-7.0,24.0,949.0,13.59,12.42,0.43,0.34,11.48,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,11.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,11.48,11.48,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,210000.0,385,71,Brandon Hagel,4,0,2,4,2,2,4,3,2,3,0,26.0,144,24.0,34,7.0,255,18.0,212,3,3,3,4,4,3,1,2,2,3,2,2,2,2,3,2,645,261
David Kampf,David Kampf,Center,26,CZE,"6' 2""",188,Left,1251.48,15.0,11.0,20.0,102.0,82.0,80.0,0.0,0.0,6.03,1041.56,20.0,52.87,10.8,1.0,0.0,2.0,4.0,203.49,26.0,12.0,26.0,1715.0,15.15,12.42,2.29,0.04,821.21,11.0,1.0,20.0,63.0,56.0,45.0,0.0,0.0,1.26,690.34,20.0,52.76,1.6,0.0,0.0,0.0,0.0,129.21,14.0,-3.0,12.0,1116.0,14.4,12.19,2.18,0.01,956.41,8.0,8.0,8.0,90.0,70.0,52.0,0.0,0.0,2.53,802.09,8.0,52.34,8.9,2.0,0.0,1.0,1.0,151.39,26.0,-11.0,16.0,1311.0,13.4,11.27,2.09,0.02,876.59,15.0,4.0,14.0,72.0,63.0,39.0,0.0,0.0,7.08,752.52,14.0,45.32,5.56,0.0,0.0,0.0,0.0,116.59,30.0,-6.0,19.0,1261.0,13.55,11.57,1.51,0.06,588.47,7.0,4.0,12.0,46.0,46.0,29.0,0.0,0.0,3.49,517.07,12.0,53.0,8.7,0.0,0.0,0.0,0.0,67.51,23.0,-9.0,11.0,855.0,12.47,11.14,1.28,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1400000.0,251,74,David Kampf,3,1,2,2,2,4,3,1,3,2,3,26.0,145,17.0,179,7.0,256,18.0,213,0,0,1,4,4,4,2,1,2,4,3,1,1,1,4,1,793,189
Pius Suter,Pius Suter,Center,25,CHE,"5' 11""",176,Left,1387.46,21.0,15.0,22.0,166.0,82.0,24.0,0.0,3.0,109.41,1138.37,22.0,49.3,9.0,3.0,0.0,1.0,1.0,139.28,37.0,-11.0,36.0,1671.0,16.55,13.53,1.42,1.2,898.21,13.0,14.0,14.0,112.0,55.0,28.0,1.0,3.0,73.5,795.51,14.0,42.56,12.5,3.0,1.0,0.0,0.0,28.4,34.0,-5.0,27.0,1073.0,16.2,14.28,0.31,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2750000.0,174,71,Pius Suter,2,2,3,3,3,3,2,3,2,3,0,26.0,146,21.0,70,6.0,294,23.0,132,2,2,2,4,3,4,0,2,3,4,3,2,2,2,3,2,642,265
Kirby Dach,Kirby Dach,Center,20,CAN,"6' 4""",197,Right,1263.06,17.0,9.0,43.0,116.0,70.0,49.0,2.0,6.0,134.11,1051.13,43.0,32.84,7.8,0.0,0.0,0.0,1.0,77.42,44.0,-18.0,26.0,1526.0,18.02,15.01,1.06,1.55,334.17,8.0,2.0,4.0,26.0,18.0,7.0,1.0,1.0,59.59,252.29,4.0,40.31,7.7,0.0,0.0,0.0,0.0,21.49,12.0,-3.0,10.0,364.0,18.34,14.01,1.12,3.19,913.0,15.0,8.0,24.0,101.0,64.0,33.0,0.0,3.0,100.25,810.19,24.0,33.78,7.9,2.0,0.0,0.0,0.0,2.16,23.0,-1.0,23.0,1103.0,14.15,12.39,0.02,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,756444.0,832500.0,832500.0,299,76,Kirby Dach,3,1,2,2,2,2,2,0,1,2,0,17.0,270,21.0,71,8.0,196,21.0,165,3,3,3,3,3,2,1,3,2,2,2,3,3,3,2,3,702,235
Tyler Bertuzzi,Tyler Bertuzzi,Left Wing,26,CAN,"6' 1""",199,Left,1350.44,32.0,30.0,47.0,180.0,68.0,65.0,6.0,14.0,200.06,1101.08,47.0,26.08,16.7,5.0,0.0,1.0,2.0,49.3,41.0,-11.0,62.0,1469.0,19.51,16.11,0.43,2.56,176.32,2.0,5.0,4.0,20.0,9.0,13.0,3.0,4.0,32.02,126.42,4.0,50.0,25.0,1.0,1.0,0.0,0.0,17.48,3.0,0.0,7.0,200.0,19.36,14.04,1.58,3.33,1371.19,27.0,21.0,40.0,129.0,71.0,71.0,3.0,14.0,223.11,1135.51,40.0,66.66,16.3,1.0,0.0,0.0,0.0,12.17,30.0,-23.0,48.0,1534.0,19.18,15.59,0.1,3.08,1205.41,26.0,21.0,36.0,131.0,73.0,76.0,3.0,6.0,125.29,1079.01,36.0,33.33,16.03,4.0,1.0,0.0,0.0,1.11,39.0,11.0,47.0,1547.0,16.3,14.46,0.0,1.43,691.12,17.0,7.0,39.0,83.0,48.0,53.0,1.0,2.0,68.25,617.34,39.0,12.5,8.43,1.0,0.0,0.0,0.0,5.13,38.0,-7.0,24.0,901.0,14.24,12.51,0.06,1.25,63.45,0.0,0.0,0.0,3.0,7.0,12.0,0.0,0.0,0.22,63.23,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,90.0,9.06,9.03,0.0,0.03,0.0,0.0,0.0,0.0,4250000.0,113,73,Tyler Bertuzzi,1,3,4,4,3,2,4,4,2,4,0,31.0,90,26.0,18,10.0,108,24.0,120,4,4,4,4,4,2,2,4,3,1,2,2,4,3,2,4,336,369
Marc Staal,Marc Staal,Defenseman,34,CAN,"6' 4""",209,Left,1236.58,13.0,3.0,28.0,76.0,71.0,94.0,0.0,0.0,1.49,1077.24,28.0,0.0,3.9,1.0,0.0,0.0,0.0,157.45,75.0,-1.0,16.0,1590.0,17.25,15.1,2.13,0.01,1030.56,7.0,3.0,20.0,53.0,56.0,58.0,0.0,0.0,5.06,910.47,20.0,0.0,5.7,0.0,0.0,0.0,0.0,115.03,45.0,-5.0,10.0,1318.0,18.24,16.15,2.03,0.05,917.23,9.0,2.0,16.0,46.0,52.0,69.0,0.0,0.0,2.55,772.35,16.0,0.0,4.3,0.0,0.0,0.0,0.0,141.53,76.0,5.0,11.0,1187.0,17.38,14.51,2.43,0.03,1534.12,10.0,3.0,32.0,84.0,79.0,94.0,0.0,0.0,2.23,1303.27,32.0,0.0,3.57,0.0,0.0,0.0,0.0,228.22,119.0,-9.0,13.0,2061.0,19.25,16.29,2.53,0.01,1334.19,7.0,1.0,18.0,68.0,72.0,76.0,0.0,0.0,2.46,1128.11,18.0,0.0,1.47,0.0,0.0,0.0,0.0,203.22,96.0,11.0,8.0,1824.0,18.31,15.4,2.49,0.02,1380.42,7.0,3.0,34.0,70.0,72.0,89.0,0.0,0.0,3.26,1236.06,34.0,0.0,4.29,0.0,0.0,0.0,1.0,141.1,97.0,9.0,10.0,1907.0,19.1,17.1,1.57,0.02,0.0,0.0,0.0,0.0,2000000.0,216,76,Marc Staal,2,2,1,1,1,1,0,1,3,1,2,15.0,299,14.0,251,9.0,142,21.0,166,1,1,0,1,3,4,3,2,2,2,2,4,2,3,4,0,858,162
Darren Helm,Darren Helm,Left Wing,34,CAN,"6' 0""",192,Left,717.29,8.0,7.0,14.0,93.0,68.0,114.0,0.0,0.0,2.39,584.29,14.0,44.2,7.5,1.0,0.0,1.0,2.0,130.21,27.0,-5.0,15.0,1037.0,10.33,8.35,1.55,0.02,689.51,5.0,3.0,10.0,83.0,47.0,39.0,0.0,0.0,3.2,599.57,10.0,66.66,3.6,0.0,0.0,0.0,0.0,86.34,20.0,-3.0,8.0,923.0,14.4,12.45,1.5,0.04,933.52,7.0,9.0,37.0,102.0,68.0,88.0,0.0,0.0,2.19,819.16,37.0,53.57,8.8,0.0,0.0,1.0,2.0,112.17,26.0,-6.0,16.0,1309.0,13.44,12.02,1.39,0.02,889.02,10.0,7.0,20.0,107.0,61.0,50.0,0.0,0.0,2.5,771.21,20.0,44.44,6.54,0.0,0.0,1.0,4.0,114.51,26.0,-11.0,17.0,1264.0,14.34,12.38,1.52,0.02,1167.28,18.0,13.0,39.0,141.0,75.0,131.0,0.0,0.0,9.33,1007.15,39.0,44.11,9.22,0.0,0.0,2.0,4.0,150.4,36.0,3.0,31.0,1693.0,15.33,13.25,2.0,0.07,768.28,9.0,8.0,20.0,98.0,50.0,71.0,2.0,4.0,41.44,644.18,20.0,51.42,8.16,1.0,0.0,0.0,1.0,82.26,18.0,-6.0,17.0,1089.0,15.22,12.53,1.38,0.5,0.0,0.0,0.0,0.0,1000000.0,275,72,Darren Helm,3,1,1,1,1,3,2,2,0,1,1,16.0,284,16.0,204,8.0,197,8.0,334,2,0,0,3,4,3,3,1,0,1,1,1,0,0,4,0,1019,108
Sam Gagner,Sam Gagner,Center,31,CAN,"5' 11""",200,Right,1103.14,18.0,13.0,32.0,132.0,81.0,21.0,0.0,1.0,52.15,859.38,32.0,46.71,9.8,0.0,0.0,1.0,1.0,191.21,25.0,-4.0,31.0,1454.0,13.37,10.36,2.21,0.38,648.31,8.0,7.0,15.0,88.0,42.0,5.0,1.0,1.0,85.12,512.18,15.0,46.11,8.0,1.0,0.0,0.0,0.0,51.01,14.0,-4.0,15.0,794.0,15.26,12.11,1.12,2.01,560.4,7.0,6.0,12.0,79.0,42.0,22.0,2.0,3.0,42.39,517.29,12.0,44.11,7.6,0.0,0.0,0.0,0.0,0.32,10.0,-10.0,13.0,679.0,13.2,12.19,0.0,1.0,466.43,7.0,6.0,14.0,68.0,32.0,21.0,1.0,1.0,45.3,420.27,14.0,50.0,8.82,1.0,0.0,0.0,0.0,0.46,7.0,-6.0,13.0,596.0,14.35,13.08,0.01,1.25,1118.13,21.0,10.0,35.0,164.0,74.0,54.0,3.0,11.0,150.1,960.23,35.0,47.72,6.1,2.0,1.0,0.0,0.0,7.4,28.0,-18.0,31.0,1560.0,15.06,12.58,0.06,2.01,1110.54,32.0,18.0,22.0,178.0,81.0,22.0,8.0,18.0,196.33,913.29,22.0,47.52,10.11,1.0,0.0,0.0,0.0,0.52,16.0,10.0,50.0,1428.0,13.42,11.16,0.0,2.25,0.0,0.0,0.0,0.0,850000.0,296,71,Sam Gagner,3,1,2,3,2,3,2,1,1,2,1,21.0,201,19.0,119,7.0,257,17.0,223,1,1,2,4,3,4,0,3,2,4,2,1,1,0,4,2,800,188
Nick Leddy,Nick Leddy,Defenseman,30,USA,"6' 0""",207,Left,1606.04,21.0,3.0,22.0,71.0,75.0,37.0,0.0,6.0,136.44,1442.51,22.0,0.0,4.2,0.0,0.0,0.0,0.0,26.29,67.0,-30.0,24.0,1866.0,21.24,19.14,0.21,1.49,1209.03,29.0,2.0,8.0,79.0,56.0,58.0,1.0,11.0,121.38,1069.51,8.0,0.0,2.5,1.0,1.0,0.0,0.0,17.34,54.0,-3.0,31.0,1423.0,21.35,19.06,0.18,2.1,1266.44,18.0,3.0,14.0,72.0,60.0,62.0,1.0,4.0,70.14,1146.57,14.0,0.0,4.2,0.0,0.0,0.0,0.0,49.33,72.0,-1.0,21.0,1525.0,21.06,19.06,0.49,1.1,1767.06,22.0,4.0,18.0,116.0,82.0,77.0,0.0,10.0,228.57,1505.46,18.0,0.0,3.45,0.0,0.0,0.0,0.0,32.23,89.0,0.0,26.0,2133.0,21.33,18.21,0.23,2.47,1793.41,32.0,10.0,20.0,153.0,80.0,95.0,4.0,14.0,261.25,1477.24,20.0,0.0,6.54,1.0,1.0,0.0,0.0,54.52,104.0,-42.0,42.0,1966.0,22.25,18.28,0.41,3.16,1840.1,35.0,11.0,12.0,137.0,81.0,77.0,3.0,15.0,255.0,1521.4,12.0,0.0,8.03,1.0,0.0,0.0,0.0,63.3,109.0,-3.0,46.0,1912.0,22.43,18.47,0.47,3.08,5000000.0,5500000.0,6000000.0,6500000.0,1365000.0,252,72,Nick Leddy,3,1,2,0,1,1,0,1,1,2,0,12.0,337,15.0,231,7.0,258,26.0,97,1,3,3,3,0,1,1,2,4,2,4,3,4,4,1,3,923,139
Vladislav Namestnikov,Vladislav Namestnikov,Center,28,RUS,"6' 0""",183,Left,1098.42,14.0,16.0,45.0,91.0,75.0,62.0,0.0,1.0,32.29,961.23,45.0,45.61,17.6,1.0,0.0,1.0,1.0,104.5,39.0,2.0,30.0,1467.0,14.38,12.49,1.23,0.25,857.39,9.0,8.0,24.0,87.0,53.0,71.0,0.0,0.0,44.57,722.54,24.0,39.13,9.2,0.0,0.0,0.0,0.0,89.48,35.0,-5.0,17.0,1097.0,16.1,13.38,1.41,0.5,978.47,14.0,17.0,45.0,98.0,65.0,108.0,2.0,4.0,99.21,765.59,45.0,46.8,17.3,2.0,0.0,4.0,6.0,113.27,47.0,-5.0,31.0,1411.0,15.03,11.47,1.44,1.31,1231.48,20.0,11.0,44.0,119.0,78.0,140.0,1.0,3.0,108.3,995.01,44.0,40.74,9.24,3.0,0.0,2.0,5.0,128.17,62.0,-7.0,31.0,1651.0,15.47,12.45,1.38,1.23,1384.06,26.0,22.0,45.0,155.0,81.0,79.0,9.0,16.0,246.33,1131.3,45.0,45.82,14.19,2.0,0.0,0.0,0.0,6.03,44.0,6.0,48.0,1718.0,17.05,13.58,0.04,3.02,1094.05,18.0,10.0,31.0,114.0,74.0,72.0,3.0,6.0,154.44,917.19,31.0,43.54,8.77,0.0,0.0,0.0,1.0,22.02,31.0,-4.0,28.0,1398.0,14.47,12.23,0.17,2.05,0.0,0.0,0.0,1500000.0,487500.0,364,72,Vladislav Namestnikov,4,0,2,3,1,3,4,1,3,2,2,25.0,159,16.0,205,8.0,198,14.0,256,0,1,1,4,3,3,1,3,2,2,2,2,1,1,3,1,818,180
Luke Glendening,Luke Glendening,Center,32,USA,"5' 11""",191,Right,1157.29,7.0,9.0,15.0,116.0,82.0,179.0,0.0,0.0,3.0,972.33,15.0,58.7,7.8,1.0,0.0,0.0,2.0,181.56,59.0,-17.0,16.0,1804.0,14.06,11.51,2.13,0.02,799.26,9.0,6.0,20.0,67.0,54.0,68.0,0.0,0.0,5.17,663.13,20.0,60.88,9.0,1.0,0.0,0.0,0.0,130.56,57.0,3.0,15.0,1152.0,14.48,12.16,2.25,0.05,921.16,3.0,6.0,14.0,76.0,60.0,147.0,0.0,0.0,6.57,741.33,14.0,56.14,7.9,1.0,0.0,1.0,1.0,172.46,68.0,-29.0,9.0,1323.0,15.21,12.21,2.52,0.06,1231.31,13.0,10.0,15.0,102.0,78.0,198.0,0.0,0.0,9.3,1024.5,15.0,55.66,9.8,1.0,0.0,1.0,3.0,197.11,102.0,2.0,23.0,1818.0,15.47,13.08,2.31,0.07,910.44,8.0,11.0,17.0,88.0,69.0,137.0,1.0,1.0,5.13,718.03,17.0,58.02,12.5,2.0,0.0,2.0,3.0,187.28,83.0,-14.0,19.0,1385.0,13.11,10.24,2.43,0.04,955.43,11.0,3.0,26.0,76.0,74.0,150.0,0.0,1.0,6.31,781.15,26.0,54.04,3.95,0.0,0.0,0.0,0.0,167.57,62.0,-10.0,14.0,1459.0,12.54,10.33,2.16,0.05,0.0,0.0,0.0,0.0,1500000.0,240,71,Luke Glendening,2,2,0,2,2,4,2,2,0,1,0,17.0,271,15.0,232,9.0,143,20.0,181,1,1,0,1,4,4,4,1,2,4,3,3,1,1,4,0,827,175
Adam Erne,Adam Erne,Left Wing,26,USA,"6' 1""",212,Left,1057.17,13.0,6.0,34.0,108.0,79.0,161.0,0.0,0.0,72.08,979.48,34.0,52.3,5.6,1.0,0.0,0.0,0.0,5.21,43.0,-22.0,19.0,1407.0,13.23,12.24,0.04,0.54,626.27,9.0,11.0,26.0,71.0,45.0,82.0,3.0,6.0,70.05,556.18,26.0,58.82,15.5,0.0,0.0,0.0,0.0,0.04,16.0,-1.0,20.0,803.0,13.55,12.21,0.0,1.33,661.41,3.0,2.0,28.0,63.0,56.0,142.0,0.0,0.0,48.37,610.26,28.0,60.6,3.2,0.0,0.0,0.0,0.0,2.38,25.0,-24.0,5.0,902.0,11.48,10.54,0.02,0.52,685.38,13.0,7.0,40.0,70.0,65.0,159.0,2.0,2.0,33.01,633.22,40.0,47.82,10.0,3.0,0.0,0.0,0.0,19.15,26.0,10.0,20.0,976.0,10.32,9.44,0.17,0.3,232.44,1.0,3.0,11.0,29.0,23.0,37.0,0.0,0.0,1.46,230.34,11.0,62.5,10.34,1.0,0.0,0.0,0.0,0.24,8.0,-1.0,4.0,335.0,10.07,10.01,0.01,0.04,306.59,0.0,3.0,11.0,40.0,26.0,71.0,0.0,0.0,26.38,280.21,11.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,13.0,-9.0,3.0,441.0,11.48,10.46,0.0,1.01,0.0,0.0,0.0,0.0,1800000.0,228,73,Adam Erne,2,2,1,1,2,4,1,2,3,1,0,19.0,240,12.0,300,11.0,69,17.0,224,1,0,2,3,1,1,4,3,2,4,2,2,1,1,1,2,833,171
Jakub Vrana,Jakub Vrana,Left Wing,25,CZE,"6' 0""",197,Left,388.16,6.0,13.0,16.0,65.0,26.0,14.0,5.0,6.0,61.0,327.13,16.0,33.33,20.0,3.0,0.0,0.0,0.0,0.03,9.0,-8.0,19.0,473.0,14.56,12.35,0.0,2.2,750.21,17.0,19.0,10.0,100.0,50.0,29.0,0.0,5.0,113.1,636.31,10.0,44.44,19.0,7.0,1.0,0.0,0.0,0.4,8.0,10.0,36.0,959.0,15.0,12.43,0.0,2.15,1026.53,27.0,25.0,18.0,187.0,69.0,29.0,1.0,12.0,134.0,891.29,18.0,54.54,13.4,6.0,1.0,0.0,0.0,1.24,16.0,3.0,52.0,1232.0,14.52,12.55,0.01,1.56,1151.18,23.0,24.0,27.0,161.0,82.0,47.0,1.0,4.0,93.17,1057.31,27.0,40.0,14.91,4.0,0.0,0.0,0.0,0.3,32.0,20.0,47.0,1415.0,14.02,12.53,0.0,1.08,912.24,14.0,13.0,12.0,133.0,73.0,31.0,1.0,3.0,48.54,863.14,12.0,52.0,9.77,2.0,0.0,0.0,0.0,0.16,16.0,2.0,27.0,1140.0,12.29,11.49,0.0,0.4,233.17,3.0,3.0,2.0,32.0,21.0,6.0,3.0,4.0,37.56,195.21,2.0,0.0,9.38,2.0,0.0,0.0,0.0,0.0,7.0,2.0,6.0,291.0,11.06,9.18,0.0,1.48,0.0,0.0,0.0,0.0,4750000.0,108,72,Jakub Vrana,1,3,0,3,0,2,4,3,2,1,1,20.0,220,16.0,206,5.0,336,8.0,335,3,3,2,3,1,0,0,1,0,0,0,0,1,1,0,3,1097,90
Dylan Larkin,Dylan Larkin,Center,24,USA,"6' 1""",198,Left,1395.4,38.0,31.0,47.0,212.0,71.0,76.0,6.0,13.0,203.19,1156.23,47.0,52.32,14.6,4.0,3.0,0.0,1.0,35.58,28.0,-18.0,69.0,1520.0,19.39,16.17,0.3,2.51,897.42,14.0,9.0,34.0,134.0,44.0,38.0,1.0,6.0,122.08,761.39,34.0,49.45,6.7,0.0,0.0,0.0,0.0,13.55,17.0,-14.0,23.0,979.0,20.24,17.18,0.18,2.46,1508.41,34.0,19.0,39.0,223.0,71.0,52.0,5.0,14.0,229.11,1226.22,39.0,52.42,8.5,0.0,0.0,0.0,0.0,53.08,45.0,-21.0,53.0,1702.0,21.14,17.16,0.44,3.13,1660.0,41.0,32.0,75.0,287.0,76.0,80.0,7.0,15.0,185.53,1374.25,75.0,54.5,11.15,4.0,4.0,2.0,3.0,99.42,38.0,-6.0,73.0,1973.0,21.5,18.05,1.18,2.26,1627.1,47.0,16.0,61.0,232.0,82.0,76.0,1.0,8.0,177.35,1286.42,61.0,49.92,6.9,4.0,0.0,2.0,3.0,162.53,42.0,-9.0,63.0,2076.0,19.5,15.41,1.59,2.09,1292.14,15.0,17.0,37.0,178.0,80.0,67.0,5.0,7.0,149.56,1115.08,37.0,45.37,9.55,1.0,0.0,1.0,1.0,27.1,22.0,-28.0,32.0,1715.0,16.09,13.56,0.2,1.52,0.0,6750000.0,7000000.0,4750000.0,6750000.0,50,73,Dylan Larkin,0,4,4,4,4,4,4,4,4,4,0,36.0,32,21.0,72,10.0,109,24.0,121,4,3,4,1,3,2,2,4,3,2,2,1,4,3,1,4,334,372
Evgeny Svechnikov,Evgeny Svechnikov,Right Wing,24,RUS,"6' 3""",208,Left,774.22,12.0,7.0,38.0,78.0,72.0,104.0,0.0,0.0,1.24,772.5,38.0,42.85,9.0,1.0,0.0,0.0,0.0,0.08,22.0,-4.0,19.0,1050.0,10.45,10.44,0.0,0.01,248.11,5.0,3.0,10.0,21.0,21.0,20.0,1.0,2.0,28.37,218.36,10.0,33.33,14.3,1.0,0.0,0.0,0.0,0.58,6.0,-3.0,8.0,329.0,11.49,10.24,0.02,1.21,33.18,0.0,0.0,2.0,7.0,4.0,5.0,0.0,0.0,2.55,30.23,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,48.0,8.19,7.35,0.0,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.29,2.0,2.0,8.0,15.0,14.0,15.0,0.0,0.0,0.0,123.29,8.0,20.0,13.33,0.0,0.0,0.0,0.0,0.0,6.0,-2.0,4.0,179.0,8.49,8.49,0.0,0.0,26.17,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,26.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,13.08,13.08,0.0,0.0,0.0,0.0,0.0,0.0,750000.0,331,75,Evgeny Svechnikov,4,0,1,1,1,2,2,2,1,1,1,16.0,285,4.0,402,10.0,110,5.0,357,0,0,0,0,0,0,3,3,1,2,1,1,0,0,0,0,1154,71
